empty, tag_id, proj,trans_status, esu_type, obs_time
,384.3B239D228F,LWG,T,Not_listed,2013-05-10 00:32:56
,384.3B239D2290,LWG,T,Not_listed,2013-05-09 15:01:31
,384.3B239D22A0,LMN,T,Not_listed,2013-05-11 23:33:03
,384.3B239D22A7,LMN,T,Not_listed,2013-05-14 02:48:47
,384.3B239D22A8,LWG,T,Not_listed,2013-05-12 05:26:19
,384.3B239D22B3,LWG,T,Not_listed,2013-05-09 21:53:33
,384.3B239D22BD,LWG,T,Not_listed,2013-05-09 14:50:47
,384.3B239D22BE,LWG,T,Not_listed,2013-05-06 23:23:35
,384.3B239D22C6,LWG,T,Not_listed,2013-05-08 23:33:45
,384.3B239D22C9,LGS,T,Not_listed,2013-05-06 07:56:20
,384.3B239D22CC,LMN,T,Not_listed,2013-05-07 21:47:39
,384.3B239D22CF,LWG,T,Not_listed,2013-05-07 00:21:25
,384.3B239D22D0,LWG,T,Not_listed,2013-05-08 23:38:18
,384.3B239D22D2,LGS,T,Not_listed,2013-05-22 10:37:23
,384.3B239D22D3,LGS,T,Not_listed,2013-05-14 04:39:11
,384.3B239D22DD,LGS,T,Not_listed,2013-05-10 00:22:03
,384.3B239D22E1,LMN,T,Not_listed,2013-05-12 01:35:50
,384.3B239D22EE,LWG,T,Not_listed,2013-05-10 21:24:34
,384.3B239D22F6,LWG,T,Not_listed,2013-05-03 08:38:50
,384.3B239D22F7,LMN,T,Not_listed,2013-05-11 01:04:39
,384.3B239D22F9,LGS,T,Not_listed,2013-05-10 05:52:54
,384.3B239D22FC,LMN,T,Not_listed,2013-05-10 00:36:36
,384.3B239D22FE,LGS,T,Not_listed,2013-05-11 03:23:09
,384.3B239D22FF,LWG,T,Not_listed,2013-05-02 08:39:40
,384.3B239D2305,LMN,T,Not_listed,2013-05-13 02:38:54
,384.3B239D230D,LMN,T,Not_listed,2013-05-13 18:33:05
,384.3B239D2311,LMN,T,Not_listed,2013-05-16 01:42:29
,384.3B239D2315,LGS,T,Not_listed,2013-05-10 12:09:15
,384.3B239D231E,LGS,T,Not_listed,2013-05-09 11:37:03
,384.3B239D232A,LMN,T,Not_listed,2013-05-14 20:24:01
,384.3B239D2334,LGS,T,Not_listed,2013-05-15 10:48:07
,384.3B239D2338,LWG,T,Not_listed,2013-05-08 03:14:46
,384.3B239D2341,LWG,T,Not_listed,2013-05-08 13:17:55
,384.3B239D234E,LGS,T,Not_listed,2013-05-10 00:16:27
,384.3B239D2356,LWG,T,Not_listed,2013-05-17 21:38:58
,384.3B239D2357,LWG,T,Not_listed,2013-05-15 21:49:17
,384.3B239D235A,LGS,T,Not_listed,2013-05-11 18:29:28
,384.3B239D2360,LGS,T,Not_listed,2013-05-11 00:42:43
,384.3B239D2365,LWG,T,SR_Ch1,2013-05-11 17:53:52
,384.3B239D2368,LWG,T,Not_listed,2013-05-14 02:34:20
,384.3B239D2369,LWG,T,Not_listed,2013-05-08 00:30:32
,384.3B239D2373,LMN,T,Not_listed,2013-05-11 01:01:30
,384.3B239D2374,LGS,T,Not_listed,2013-05-13 23:19:50
,384.3B239D2379,LGS,T,Not_listed,2013-05-16 15:28:35
,384.3B239D237A,LMN,T,Not_listed,2013-05-13 16:51:53
,384.3B239D237E,LMN,T,Not_listed,2013-05-13 03:17:05
,384.3B239D237F,LMN,T,Not_listed,2013-05-11 00:26:06
,384.3B239D2381,LGS,T,Not_listed,2013-05-09 22:02:56
,384.3B239D2383,LMN,T,Not_listed,2013-05-15 20:51:05
,384.3B239D238F,LMN,T,Not_listed,2013-05-13 22:22:33
,384.3B239D2392,LWG,T,Not_listed,2013-05-08 21:30:31
,384.3B239D2395,LWG,T,Not_listed,2013-05-13 01:39:05
,384.3B239D2398,LGS,T,Not_listed,2013-05-09 16:07:59
,384.3B239D239B,LWG,T,Not_listed,2013-05-11 10:07:25
,384.3B239D23B6,LGS,T,Not_listed,2013-05-23 12:39:41
,384.3B239D23B8,LWG,T,Not_listed,2013-05-09 22:43:05
,384.3B239D23BA,LGS,T,Not_listed,2013-05-10 22:26:57
,384.3B239D23C1,LWG,T,Not_listed,2013-05-09 03:30:23
,384.3B239D23C4,LWG,T,Not_listed,2013-05-03 04:06:00
,384.3B239D23C5,LWG,T,Not_listed,2013-05-12 22:05:17
,384.3B239D23C6,LWG,T,Not_listed,2013-05-18 15:58:27
,384.3B239D23C7,LMN,T,Not_listed,2013-05-11 00:02:29
,384.3B239D23C8,LMN,T,Not_listed,2013-05-11 10:51:13
,384.3B239D23CF,LWG,T,Not_listed,2013-05-11 17:12:34
,384.3B239D23D0,LWG,T,Not_listed,2013-05-08 04:26:55
,384.3B239D23E6,LGS,T,Not_listed,2013-05-14 14:46:48
,384.3B239D23EC,LGS,T,Not_listed,2013-05-10 19:23:07
,384.3B239D23F2,LWG,T,Not_listed,2013-05-11 01:47:48
,384.3B239D23F4,LGS,T,Not_listed,2013-05-14 21:16:06
,384.3B239D23F5,LGS,T,Not_listed,2013-05-11 03:40:52
,384.3B239D23F6,LWG,T,Not_listed,2013-05-10 23:42:58
,384.3B239D23F8,LMN,T,Not_listed,2013-05-11 22:50:22
,384.3B239D23FA,LGS,T,Not_listed,2013-05-09 11:09:40
,384.3B239D23FE,LWG,T,Not_listed,2013-05-09 20:57:56
,384.3B239D2408,LWG,T,Not_listed,2013-05-12 05:53:02
,384.3B239D2409,LMN,T,Not_listed,2013-05-14 20:49:53
,384.3B239D240C,LGS,T,Not_listed,2013-05-11 02:20:15
,384.3B239D2410,LGS,T,Not_listed,2013-05-13 16:31:37
,384.3B239D2411,LGS,T,Not_listed,2013-05-11 23:04:35
,384.3B239D2413,LGS,T,Not_listed,2013-05-14 23:10:34
,384.3B239D2416,LWG,T,Not_listed,2013-05-11 00:06:16
,384.3B239D241F,LWG,T,Not_listed,2013-05-08 15:57:37
,384.3B239D2426,LMN,T,Not_listed,2013-05-10 20:17:57
,384.3B239D2427,LGS,T,Not_listed,2013-05-09 16:09:40
,384.3B239D242A,LWG,T,Not_listed,2013-05-04 15:39:52
,384.3B239D2434,LGS,T,Not_listed,2013-05-11 10:31:07
,384.3B239D243B,LWG,T,Not_listed,2013-05-11 16:54:33
,384.3B239D2463,LGS,T,Not_listed,2013-05-10 01:39:26
,384.3B239D2464,LMN,T,Not_listed,2013-05-10 03:05:34
,384.3B239D2489,LGS,T,Not_listed,2013-05-09 22:14:32
,384.3B239D2491,LWG,T,Not_listed,2013-05-08 01:14:53
,384.3B239D2494,LWG,T,Not_listed,2013-05-10 06:39:52
,384.3B239D249C,LMN,T,Not_listed,2013-05-23 04:10:41
,384.3B239D249D,LWG,T,Not_listed,2013-05-12 01:56:37
,384.3B239D24A2,LGS,T,Not_listed,2013-05-10 00:44:46
,384.3B239D24AF,LGS,T,Not_listed,2013-05-13 21:44:55
,384.3B239D24B0,LMN,T,Not_listed,2013-05-11 20:01:15
,384.3B239D24B7,LGS,T,Not_listed,2013-05-11 00:21:54
,384.3B239D24B8,LWG,T,Not_listed,2013-04-30 01:16:26
,384.3B239D24BB,LGS,T,Not_listed,2013-05-09 10:54:20
,384.3B239D24BF,LMN,T,Not_listed,2013-05-12 05:54:07
,384.3B239D24C0,LMN,T,Not_listed,2013-05-13 17:00:06
,384.3B239D24C1,LWG,T,Not_listed,2013-05-10 18:29:44
,384.3B239D24C8,LWG,T,Not_listed,2013-05-09 12:50:13
,384.3B239D24C9,LMN,T,Not_listed,2013-05-11 22:54:25
,384.3B239D24CC,LMN,T,Not_listed,2013-05-09 22:41:57
,384.3B239D24CD,LGS,T,Not_listed,2013-05-09 23:38:14
,384.3B239D24D6,LWG,T,Not_listed,2013-05-10 00:30:27
,384.3B239D24DA,LWG,T,Not_listed,2013-05-14 11:07:40
,384.3B239D24DB,LGS,T,Not_listed,2013-05-11 03:45:10
,384.3B239D24E0,LMN,T,Not_listed,2013-05-15 14:56:12
,384.3B239D24E4,LGS,T,Not_listed,2013-05-08 17:29:11
,384.3B239D24E7,LMN,T,Not_listed,2013-05-15 22:24:46
,384.3B239D24EA,LWG,T,Not_listed,2013-05-13 21:58:55
,384.3B239D24EC,LMN,T,Not_listed,2013-05-14 01:00:07
,384.3B239D24F0,LMN,T,Not_listed,2013-05-10 22:57:37
,384.3B239D24F3,LMN,T,Not_listed,2013-05-14 00:31:21
,384.3B239D24F4,LWG,T,Not_listed,2013-05-08 22:48:59
,384.3B239D24FA,LGS,T,Not_listed,2013-05-11 02:47:30
,384.3B239D250A,LWG,T,Not_listed,2013-05-13 05:05:15
,384.3B239D250F,LMN,T,Not_listed,2013-05-12 23:54:11
,384.3B239D2512,LWG,T,Not_listed,2013-05-08 01:10:00
,384.3B239D2518,LWG,T,Not_listed,2013-05-10 23:02:04
,384.3B239D2519,LWG,T,Not_listed,2013-05-09 17:02:01
,384.3B239D2523,LWG,T,Not_listed,2013-05-11 08:44:56
,384.3B239D2529,LWG,T,Not_listed,2013-05-10 03:12:03
,384.3B239D252D,LMN,T,Not_listed,2013-05-12 17:44:33
,384.3B239D252E,LWG,T,Not_listed,2013-05-08 11:57:21
,384.3B239D252F,LGS,T,Not_listed,2013-05-10 20:43:22
,384.3B239D2534,LWG,T,Not_listed,2013-05-12 21:58:54
,384.3B239D254A,LMN,T,Not_listed,2013-05-11 23:05:27
,384.3B239D2577,LGS,T,Not_listed,2013-05-12 08:02:05
,384.3B239D257B,LGS,T,Not_listed,2013-05-13 23:01:32
,384.3B239D2584,LGS,T,Not_listed,2013-05-03 15:06:06
,384.3B239D25BA,LGS,T,Not_listed,2013-05-08 22:44:17
,384.3B239D25BD,LWG,T,Not_listed,2013-05-07 02:49:08
,384.3B239D25CC,LWG,T,Not_listed,2013-05-10 20:02:41
,384.3B239D25F7,LWG,T,Not_listed,2013-05-15 21:12:07
,384.3B239D267C,LWG,T,Not_listed,2013-05-07 08:54:49
,384.3B239D2688,LWG,T,Not_listed,2013-05-10 02:39:53
,384.3B239D26BB,LWG,T,Not_listed,2013-05-10 22:37:51
,384.3B239D26D9,LWG,T,Not_listed,2013-05-09 00:17:40
,384.3B239D26DA,LGS,T,Not_listed,2013-05-12 20:52:39
,384.3B239D26E5,LWG,T,Not_listed,2013-05-05 21:49:13
,384.3B239D26E6,LMN,T,Not_listed,2013-05-13 02:06:28
,384.3B239D26E7,LWG,T,Not_listed,2013-05-15 17:19:23
,384.3B239D26EB,LWG,T,Not_listed,2013-05-09 00:08:13
,384.3B239D2718,LMN,T,Not_listed,2013-05-14 03:02:47
,384.3B239D2725,LWG,T,Not_listed,2013-05-02 23:31:15
,384.3B239D2726,LWG,T,Not_listed,2013-05-26 17:07:45
,384.3B239D2727,LGS,T,Not_listed,2013-05-05 21:19:02
,384.3B239D2730,LWG,T,Not_listed,2013-05-10 02:30:11
,384.3B239D2737,LWG,T,Not_listed,2013-05-05 01:12:28
,384.3B239D273F,LMN,T,Not_listed,2013-05-13 04:45:47
,384.3B239D2742,LWG,T,Not_listed,2013-05-12 14:15:50
,384.3B239D274F,LMN,T,Not_listed,2013-05-13 22:18:55
,384.3B239D2751,LGS,T,Not_listed,2013-05-14 14:14:08
,384.3B239D2760,LGS,T,Not_listed,2013-05-11 21:16:08
,384.3B239D2761,LWG,T,Not_listed,2013-05-08 10:02:58
,384.3B239D2763,LGS,T,Not_listed,2013-05-11 02:16:15
,384.3B239D276C,LMN,T,SR_Ch1,2013-05-13 02:38:16
,384.3B239D276D,LMN,S,Not_listed,2013-05-12 13:29:56
,384.3B239D276F,LWG,T,Not_listed,2013-05-07 23:12:17
,384.3B239D277E,LWG,T,Not_listed,2013-05-06 02:25:02
,384.3B239D2783,LWG,T,Not_listed,2013-05-09 03:13:06
,384.3B239D2785,LWG,T,Not_listed,2013-05-13 20:36:34
,384.3B239D2789,LMN,T,Not_listed,2013-05-11 21:32:22
,384.3B239D278C,LWG,T,Not_listed,2013-05-08 21:52:47
,384.3B239D278E,LWG,S,Not_listed,2013-05-05 04:08:04
,384.3B239D279B,LWG,T,Not_listed,2013-05-05 16:25:23
,384.3B239D279F,LMN,T,Not_listed,2013-05-11 00:04:41
,384.3B239D27A1,LWG,T,Not_listed,2013-05-07 11:08:27
,384.3B239D27A5,LWG,T,Not_listed,2013-05-14 23:12:43
,384.3B239D27A8,LMN,T,Not_listed,2013-05-15 15:55:38
,384.3B239D27B5,LGS,T,Not_listed,2013-05-10 19:37:56
,384.3B239D27BB,LGS,T,Not_listed,2013-05-07 01:30:23
,384.3B239D27BC,LWG,T,Not_listed,2013-05-12 10:44:52
,384.3B239D27C4,LWG,T,Not_listed,2013-05-03 01:59:32
,384.3B239D27C7,LWG,T,Not_listed,2013-05-12 09:56:13
,384.3B239D27CD,LGS,T,Not_listed,2013-05-10 17:00:45
,384.3B239D27CF,LWG,T,Not_listed,2013-05-14 21:58:09
,384.3B239D27DB,LGS,T,Not_listed,2013-05-10 02:03:01
,384.3B239D27DC,LMN,T,Not_listed,2013-05-16 15:48:35
,384.3B239D27ED,LWG,T,Not_listed,2013-05-03 03:56:59
,384.3B239D27EE,LGS,T,Not_listed,2013-05-15 06:25:57
,384.3B239D27F0,LWG,T,Not_listed,2013-05-08 01:47:00
,384.3B239D27F1,LMN,T,Not_listed,2013-05-16 19:19:59
,384.3B239D27F2,LMN,T,Not_listed,2013-05-13 16:29:19
,384.3B239D27F4,LGS,T,Not_listed,2013-05-07 03:16:08
,384.3B239D27F5,LWG,T,Not_listed,2013-05-05 04:38:54
,384.3B239D2807,LWG,T,Not_listed,2013-04-29 10:39:01
,384.3B239D280C,LWG,T,Not_listed,2013-05-08 22:44:03
,384.3B239D280E,LGS,T,Not_listed,2013-05-15 10:52:06
,384.3B239D2817,LWG,T,Not_listed,2013-05-09 07:47:42
,384.3B239D2820,LWG,T,Not_listed,2013-05-07 22:37:42
,384.3B239D2821,LWG,T,Not_listed,2013-05-15 06:40:01
,384.3B239DB8F8,LWG,S,Not_listed,2013-06-01 10:52:36
,384.3B239DCE81,LGS,T,Not_listed,2013-05-11 23:16:45
,384.3B239DCEAF,LMN,T,Not_listed,2013-05-09 11:10:33
,384.3B239DCEBB,LMN,T,Not_listed,2013-05-14 10:34:32
,384.3B239DCEC1,LGS,T,Not_listed,2013-05-12 02:02:12
,384.3B239DCF7E,LGS,T,Not_listed,2013-05-10 18:37:01
,384.3B239DCF8E,LMN,S,Not_listed,2013-05-16 12:15:04
,384.3B239DCF8F,LWG,T,Not_listed,2013-05-11 20:58:02
,384.3B239DCF91,LWG,T,Not_listed,2013-05-07 20:30:50
,384.3B239DCF92,LWG,T,Not_listed,2013-05-07 21:31:03
,384.3B239DCF96,LWG,T,Not_listed,2013-05-13 20:21:42
,384.3B239DCF97,LWG,T,Not_listed,2013-05-11 22:16:16
,384.3B239DCFAF,LWG,T,Not_listed,2013-05-12 02:28:33
,384.3B239DCFB6,LWG,T,Not_listed,2013-05-10 11:04:12
,384.3B239DCFB7,LWG,T,Not_listed,2013-04-30 04:49:26
,384.3B239DCFB9,LMN,T,Not_listed,2013-05-12 01:12:33
,384.3B239DCFBA,LWG,T,Not_listed,2013-05-08 00:20:27
,384.3B239DCFBF,LWG,T,Not_listed,2013-05-08 23:01:59
,384.3B239DCFC5,LGS,T,Not_listed,2013-05-23 06:15:49
,384.3B239DD122,LGS,T,SR_Ch1,2013-05-11 20:34:14
,384.3B239DD13E,LWG,T,Not_listed,2013-05-06 22:31:25
,384.3B239DD141,LWG,T,Not_listed,2013-05-05 04:44:19
,384.3B239DD198,LWG,T,Not_listed,2013-05-06 07:46:13
,384.3B239DD1A9,LWG,T,Not_listed,2013-05-14 00:51:58
,384.3B239DD1AB,LWG,T,Not_listed,2013-05-03 22:29:07
,384.3B239DD1AF,LWG,T,Not_listed,2013-05-11 00:52:14
,384.3B239DD1CC,LWG,T,Not_listed,2013-05-10 01:53:03
,384.3B239DD1FB,LWG,T,Not_listed,2013-05-09 00:43:53
,384.3B239DD351,LWG,T,Not_listed,2013-05-11 03:40:59
,384.3B239DD352,LMN,T,Not_listed,2013-05-12 05:00:32
,384.3B239DD360,LWG,T,Not_listed,2013-05-10 22:19:34
,384.3B239DD367,LWG,T,Not_listed,2013-05-11 17:27:55
,384.3B239DD369,LWG,T,Not_listed,2013-05-09 00:50:54
,384.3B239DD36C,LWG,T,Not_listed,2013-05-07 22:26:29
,384.3B239DD394,LMN,T,Not_listed,2013-05-12 19:37:04
,384.3B239DD397,LWG,T,Not_listed,2013-05-04 05:57:14
,384.3B239DD3C2,LWG,T,Not_listed,2013-05-08 12:41:07
,384.3B239DD3F4,LGS,T,Not_listed,2013-05-09 21:00:38
,384.3B239DD3FF,LGS,T,Not_listed,2013-05-05 00:07:32
,384.3B239DD4CD,LWG,T,Not_listed,2013-05-14 02:27:46
,384.3B239DD50D,LGS,T,Not_listed,2013-05-14 22:26:17
,384.3B239DD511,LGS,T,Not_listed,2013-05-10 06:32:26
,384.3B239DD519,LMN,T,Not_listed,2013-05-16 03:53:44
,384.3B239DD51C,LWG,T,Not_listed,2013-05-14 01:28:10
,384.3B239DD525,LWG,T,Not_listed,2013-05-04 16:30:01
,384.3B239DD526,LGS,T,Not_listed,2013-05-09 22:31:21
,384.3B239DD529,LGS,T,Not_listed,2013-05-09 22:08:55
,384.3B239DD52D,LWG,T,Not_listed,2013-05-09 23:34:49
,384.3B239DD52F,LWG,T,Not_listed,2013-05-12 00:41:35
,384.3B239DD533,LWG,T,Not_listed,2013-05-11 09:20:14
,384.3B239DD536,LGS,T,Not_listed,2013-05-13 21:16:06
,384.3B239DD53C,LMN,T,Not_listed,2013-05-13 03:16:10
,384.3B239DD53E,LWG,T,Not_listed,2013-05-08 08:43:42
,384.3B239DD543,LWG,T,Not_listed,2013-05-21 09:05:34
,384.3B239DD544,LWG,T,Not_listed,2013-05-13 06:51:53
,384.3B239DD54A,LWG,T,Not_listed,2013-04-29 08:59:51
,384.3B239DD54C,LWG,T,Not_listed,2013-05-11 12:14:34
,384.3B239DD550,LGS,T,Not_listed,2013-05-11 02:56:59
,384.3B239DD553,LGS,T,Not_listed,2013-05-13 15:24:18
,384.3B239DD556,LWG,S,Not_listed,2013-05-08 22:59:23
,384.3B239DD55A,LWG,T,Not_listed,2013-05-04 11:54:55
,384.3B239DD562,LMN,T,Not_listed,2013-05-14 18:20:01
,384.3B239DD57B,LMN,T,Not_listed,2013-05-12 22:56:56
,384.3B239DD57C,LMN,T,Not_listed,2013-05-13 21:56:17
,384.3B239DD57F,LGS,T,Not_listed,2013-05-12 01:16:25
,384.3B239DD581,LGS,T,Not_listed,2013-05-06 13:12:48
,384.3B239DD582,LGS,T,Not_listed,2013-05-15 14:22:59
,384.3B239DD589,LGS,T,Not_listed,2013-05-05 13:30:00
,384.3B239DD599,LWG,T,Not_listed,2013-05-09 12:19:03
,384.3B239DD5A8,LGS,T,Not_listed,2013-05-06 04:59:09
,384.3B239DD5AC,LWG,T,Not_listed,2013-05-10 00:46:40
,384.3B239DD5C3,LMN,T,Not_listed,2013-05-12 10:28:38
,384.3B239DD5C8,LMN,T,Not_listed,2013-05-14 16:19:44
,384.3B239DD607,LWG,T,Not_listed,2013-04-30 18:12:26
,384.3B239DD60A,LGS,T,Not_listed,2013-05-12 00:18:44
,384.3B239DD620,LGS,T,Not_listed,2013-05-11 05:00:53
,384.3B239DD621,LGS,T,Not_listed,2013-05-11 23:43:26
,384.3B239DD630,LMN,T,Not_listed,2013-05-14 20:40:31
,384.3B239DD634,LWG,T,Not_listed,2013-05-11 23:01:22
,384.3B239DD642,LWG,T,Not_listed,2013-05-06 23:25:57
,384.3B239DD645,LGS,T,Not_listed,2013-05-10 02:47:44
,384.3B239DD646,LWG,T,Not_listed,2013-05-08 03:16:32
,384.3B239DD648,LMN,T,Not_listed,2013-05-10 22:45:56
,384.3B239DD649,LWG,T,Not_listed,2013-05-11 02:32:34
,384.3B239DD64D,LWG,T,Not_listed,2013-05-13 12:52:14
,384.3B239DD650,LMN,T,Not_listed,2013-05-10 02:35:46
,384.3B239DD662,LGS,T,Not_listed,2013-05-10 11:43:09
,384.3B239DD668,LWG,T,Not_listed,2013-05-09 20:30:16
,384.3B239DD669,LGS,T,Not_listed,2013-05-06 22:58:36
,384.3B239DD66E,LGS,T,Not_listed,2013-05-11 21:38:46
,384.3B239DD671,LWG,T,Not_listed,2013-05-09 13:23:46
,384.3B239DD675,LGS,T,Not_listed,2013-05-11 08:09:16
,384.3B239DD682,LMN,T,Not_listed,2013-05-08 22:26:56
,384.3B239DD685,LGS,T,Not_listed,2013-05-14 23:32:45
,384.3B239DD68D,LMN,T,Not_listed,2013-05-11 18:10:47
,384.3B239DD690,LMN,T,Not_listed,2013-05-15 00:22:45
,384.3B239DD69C,LGS,T,Not_listed,2013-05-13 21:39:03
,384.3B239DD6A4,LWG,T,Not_listed,2013-05-09 03:54:04
,384.3B239DD6A5,LWG,T,Not_listed,2013-05-11 15:09:59
,384.3B239DD6A6,LWG,T,Not_listed,2013-05-12 22:30:09
,384.3B239DD6AB,LWG,T,Not_listed,2013-05-02 03:23:06
,384.3B239DD6B2,LWG,T,Not_listed,2013-04-29 23:35:14
,384.3B239DD6B6,LGS,T,Not_listed,2013-05-11 21:42:20
,384.3B239DD6B9,LWG,T,Not_listed,2013-05-11 10:38:44
,384.3B239DD6BA,LMN,T,Not_listed,2013-05-12 15:53:09
,384.3B239DD6C0,LWG,T,Not_listed,2013-05-13 20:29:40
,384.3B239DD6C8,LMN,T,Not_listed,2013-05-08 01:43:22
,384.3B239DD6CC,LGS,T,Not_listed,2013-05-14 00:25:43
,384.3B239DD6CF,LWG,T,Not_listed,2013-05-11 02:08:33
,384.3B239DD6D0,LWG,T,Not_listed,2013-05-03 15:00:57
,384.3B239DD6D9,LWG,T,Not_listed,2013-05-07 23:46:54
,384.3B239DD6DA,LWG,T,Not_listed,2013-05-09 00:57:07
,384.3B239DD6DB,LWG,T,Not_listed,2013-05-17 02:58:49
,384.3B239DD6DD,LGS,T,Not_listed,2013-05-09 23:19:20
,384.3B239DD6E1,LGS,T,Not_listed,2013-05-10 01:33:00
,384.3B239DD6E7,LGS,T,Not_listed,2013-05-12 21:39:13
,384.3B239DD6E8,LWG,T,Not_listed,2013-05-08 01:01:29
,384.3B239DD6E9,LGS,T,Not_listed,2013-05-13 17:39:04
,384.3B239DD6EF,LWG,T,Not_listed,2013-05-08 23:45:36
,384.3B239DD6F3,LWG,T,Not_listed,2013-05-10 00:17:08
,384.3B239DD6F4,LWG,T,Not_listed,2013-05-10 13:33:12
,384.3B239DD6F5,LWG,T,Not_listed,2013-05-10 00:18:37
,384.3B239DD80D,LWG,T,Not_listed,2013-05-09 09:52:22
,384.3B239DD80E,LWG,T,Not_listed,2013-05-12 11:05:57
,384.3B239DD8FC,LWG,T,Not_listed,2013-05-11 11:52:32
,384.3B239DD90F,LGS,T,Not_listed,2013-05-10 00:53:10
,384.3B239DD92F,LMN,T,Not_listed,2013-05-12 02:47:54
,384.3B239DD942,LGS,T,Not_listed,2013-05-15 20:06:30
,384.3B239DDB2D,LWG,T,Not_listed,2013-05-02 22:30:37
,384.3B239DDC05,LWG,T,Not_listed,2013-05-09 01:02:41
,384.3B239DDC32,LGS,T,Not_listed,2013-05-16 14:55:50
,384.3B239DDC43,LGS,T,Not_listed,2013-05-15 10:45:52
,384.3B239DDCBD,LGS,T,Not_listed,2013-05-14 20:14:21
,384.3B239DDCD4,LWG,T,Not_listed,2013-05-09 14:46:14
,384.3B239DDD95,LWG,T,SR_Ch1,2013-05-16 09:13:54
,384.3B239DDE45,LWG,T,Not_listed,2013-05-08 22:19:45
,384.3B239DDE51,LGS,T,Not_listed,2013-05-13 16:07:21
,384.3B239DDE57,LWG,T,Not_listed,2013-04-30 03:41:33
,384.3B239DDE5B,LWG,T,Not_listed,2013-05-12 01:36:33
,384.3B239DDE5E,LWG,T,Not_listed,2013-05-02 19:37:58
,384.3B239DDE6E,LWG,T,Not_listed,2013-05-01 11:46:47
,384.3B239DDE6F,LWG,T,Not_listed,2013-05-09 16:02:40
,384.3B239DDE72,LWG,T,Not_listed,2013-05-03 16:57:55
,384.3B239DDE7C,LGS,T,Not_listed,2013-05-09 12:29:25
,384.3B239DDE82,LWG,T,Not_listed,2013-05-11 23:17:45
,384.3B239DDE86,LWG,T,Not_listed,2013-04-29 03:23:55
,384.3B239DDE89,LWG,T,Not_listed,2013-05-14 19:49:23
,384.3B239DDE8A,LWG,T,Not_listed,2013-05-11 23:05:50
,384.3B239DDE8C,LWG,T,Not_listed,2013-05-10 03:18:28
,384.3B239DDE94,LWG,T,Not_listed,2013-05-11 21:18:13
,384.3B239DDE96,LWG,T,Not_listed,2013-05-16 12:36:08
,384.3B239DDEA5,LGS,T,Not_listed,2013-05-10 19:35:09
,384.3B239DDEA8,LGS,T,Not_listed,2013-05-10 01:13:10
,384.3B239DDEB3,LWG,T,Not_listed,2013-05-09 07:58:38
,384.3B239DDEB5,LGS,T,Not_listed,2013-05-10 04:05:54
,384.3B239DDEBB,LWG,T,Not_listed,2013-05-08 00:15:11
,384.3B239DDEBE,LGS,T,Not_listed,2013-05-10 22:49:08
,384.3B239DDEC6,LWG,T,Not_listed,2013-05-11 11:05:06
,384.3B239DDECF,LWG,T,Not_listed,2013-05-08 11:43:25
,384.3B239DDED0,LWG,T,Not_listed,2013-05-10 00:57:40
,384.3B239DDEDD,LWG,T,Not_listed,2013-05-05 01:27:56
,384.3B239DDEEE,LGS,T,Not_listed,2013-05-04 07:39:24
,384.3B239DDEF0,LGS,T,Not_listed,2013-05-11 22:54:21
,384.3B239DDEF6,LGS,T,Not_listed,2013-05-11 03:04:47
,384.3B239DDEFA,LMN,T,Not_listed,2013-05-18 18:56:13
,384.3B239DDF0C,LWG,T,Not_listed,2013-05-09 00:29:25
,384.3B239DDF3B,LGS,T,Not_listed,2013-05-14 14:42:03
,384.3B239DDF7A,LGS,T,Not_listed,2013-05-18 12:19:18
,384.3B239DDF97,LWG,T,Not_listed,2013-05-09 21:46:59
,384.3B239DDF98,LWG,T,Not_listed,2013-05-10 13:00:32
,384.3B239DDFA7,LMN,T,Not_listed,2013-05-14 16:07:27
,384.3B239DDFAE,LGS,T,Not_listed,2013-05-13 22:21:31
,384.3B239DDFB7,LGS,T,Not_listed,2013-05-10 22:56:12
,384.3B239DDFB8,LGS,T,Not_listed,2013-05-13 23:46:34
,384.3B239DDFC0,LWG,T,Not_listed,2013-05-10 02:49:10
,384.3B239DDFCC,LMN,T,Not_listed,2013-05-13 20:11:25
,384.3B239DDFD1,LWG,T,Not_listed,2013-05-08 09:21:22
,384.3B239DDFD7,LGS,T,Not_listed,2013-05-13 21:49:51
,384.3B239DDFD8,LGS,T,Not_listed,2013-05-17 17:37:41
,384.3B239DDFDF,LWG,T,Not_listed,2013-05-10 00:11:04
,384.3B239DDFE5,LWG,T,Not_listed,2013-05-08 23:31:27
,384.3B239DE079,LWG,T,Not_listed,2013-05-08 22:27:11
,384.3B239DE081,LWG,T,Not_listed,2013-05-13 20:36:08
,384.3B239DE085,LWG,T,Not_listed,2013-05-15 21:29:48
,384.3B239DE098,LWG,T,Not_listed,2013-05-08 10:38:30
,384.3B239DE0B2,LMN,T,Not_listed,2013-05-13 21:19:44
,384.3B239DE0B4,LWG,T,Not_listed,2013-05-10 00:23:00
,384.3B239DE0C8,LMN,T,Not_listed,2013-05-16 01:59:04
,384.3B239DE0C9,LWG,T,Not_listed,2013-05-07 22:43:41
,384.3B239DE0CE,LGS,T,Not_listed,2013-05-13 01:20:21
,384.3B239DE0D4,LMN,T,Not_listed,2013-05-09 23:55:13
,384.3B239DE0D8,LWG,T,Not_listed,2013-05-14 03:21:08
,384.3B239DE0F3,LWG,T,Not_listed,2013-05-08 22:32:36
