time,latitude,longitude,analysed_sst
UTC,degrees_north,degrees_east,degree_C
2001-06-24T12:00:00Z,40.025,-126.975,13.77
2001-06-24T12:00:00Z,40.025,-126.925,13.77
2001-06-24T12:00:00Z,40.025,-126.875,13.77
2001-06-24T12:00:00Z,40.025,-126.825,13.75
2001-06-24T12:00:00Z,40.025,-126.775,13.72
2001-06-24T12:00:00Z,40.025,-126.725,13.67
2001-06-24T12:00:00Z,40.025,-126.675,13.61
2001-06-24T12:00:00Z,40.025,-126.625,13.52
2001-06-24T12:00:00Z,40.025,-126.575,13.41
2001-06-24T12:00:00Z,40.025,-126.525,13.3
2001-06-24T12:00:00Z,40.025,-126.475,13.17
2001-06-24T12:00:00Z,40.025,-126.425,13.040000000000001
2001-06-24T12:00:00Z,40.025,-126.375,12.91
2001-06-24T12:00:00Z,40.025,-126.325,12.790000000000001
2001-06-24T12:00:00Z,40.025,-126.275,12.67
2001-06-24T12:00:00Z,40.025,-126.225,12.57
2001-06-24T12:00:00Z,40.025,-126.175,12.49
2001-06-24T12:00:00Z,40.025,-126.125,12.41
2001-06-24T12:00:00Z,40.025,-126.075,12.36
2001-06-24T12:00:00Z,40.025,-126.025,12.31
2001-06-24T12:00:00Z,40.025,-125.975,12.280000000000001
2001-06-24T12:00:00Z,40.025,-125.925,12.26
2001-06-24T12:00:00Z,40.025,-125.875,12.25
2001-06-24T12:00:00Z,40.025,-125.825,12.25
2001-06-24T12:00:00Z,40.025,-125.775,12.27
2001-06-24T12:00:00Z,40.025,-125.725,12.290000000000001
2001-06-24T12:00:00Z,40.025,-125.675,12.33
2001-06-24T12:00:00Z,40.025,-125.625,12.4
2001-06-24T12:00:00Z,40.025,-125.575,12.47
2001-06-24T12:00:00Z,40.025,-125.525,12.55
2001-06-24T12:00:00Z,40.025,-125.475,12.620000000000001
2001-06-24T12:00:00Z,40.025,-125.425,12.68
2001-06-24T12:00:00Z,40.025,-125.375,12.74
2001-06-24T12:00:00Z,40.025,-125.325,12.780000000000001
2001-06-24T12:00:00Z,40.025,-125.275,12.8
2001-06-24T12:00:00Z,40.025,-125.225,12.8
2001-06-24T12:00:00Z,40.025,-125.175,12.780000000000001
2001-06-24T12:00:00Z,40.025,-125.125,12.76
2001-06-24T12:00:00Z,40.025,-125.075,12.72
2001-06-24T12:00:00Z,40.025,-125.025,12.66
2001-06-24T12:00:00Z,40.025,-124.975,12.56
2001-06-24T12:00:00Z,40.025,-124.925,12.4
2001-06-24T12:00:00Z,40.025,-124.875,12.19
2001-06-24T12:00:00Z,40.025,-124.825,11.94
2001-06-24T12:00:00Z,40.025,-124.775,11.66
2001-06-24T12:00:00Z,40.025,-124.725,11.38
2001-06-24T12:00:00Z,40.025,-124.675,11.1
2001-06-24T12:00:00Z,40.025,-124.625,10.85
2001-06-24T12:00:00Z,40.025,-124.575,10.620000000000001
2001-06-24T12:00:00Z,40.025,-124.525,10.43
2001-06-24T12:00:00Z,40.025,-124.475,10.27
2001-06-24T12:00:00Z,40.025,-124.425,10.15
2001-06-24T12:00:00Z,40.025,-124.375,10.06
2001-06-24T12:00:00Z,40.025,-124.325,10.0
