time,latitude,longitude,analysed_sst
UTC,degrees_north,degrees_east,degree_C
2011-06-24T12:00:00Z,40.025,-126.975,13.33
2011-06-24T12:00:00Z,40.025,-126.925,13.25
2011-06-24T12:00:00Z,40.025,-126.875,13.19
2011-06-24T12:00:00Z,40.025,-126.825,13.14
2011-06-24T12:00:00Z,40.025,-126.775,13.11
2011-06-24T12:00:00Z,40.025,-126.725,13.08
2011-06-24T12:00:00Z,40.025,-126.675,13.09
2011-06-24T12:00:00Z,40.025,-126.625,13.09
2011-06-24T12:00:00Z,40.025,-126.575,13.15
2011-06-24T12:00:00Z,40.025,-126.525,13.200000000000001
2011-06-24T12:00:00Z,40.025,-126.475,13.280000000000001
2011-06-24T12:00:00Z,40.025,-126.425,13.36
2011-06-24T12:00:00Z,40.025,-126.375,13.41
2011-06-24T12:00:00Z,40.025,-126.325,13.46
2011-06-24T12:00:00Z,40.025,-126.275,13.46
2011-06-24T12:00:00Z,40.025,-126.225,13.46
2011-06-24T12:00:00Z,40.025,-126.175,13.43
2011-06-24T12:00:00Z,40.025,-126.125,13.39
2011-06-24T12:00:00Z,40.025,-126.075,13.32
2011-06-24T12:00:00Z,40.025,-126.025,13.24
2011-06-24T12:00:00Z,40.025,-125.975,13.17
2011-06-24T12:00:00Z,40.025,-125.925,13.1
2011-06-24T12:00:00Z,40.025,-125.875,13.06
2011-06-24T12:00:00Z,40.025,-125.825,13.02
2011-06-24T12:00:00Z,40.025,-125.775,13.0
2011-06-24T12:00:00Z,40.025,-125.725,13.0
2011-06-24T12:00:00Z,40.025,-125.675,13.01
2011-06-24T12:00:00Z,40.025,-125.625,13.040000000000001
2011-06-24T12:00:00Z,40.025,-125.575,13.09
2011-06-24T12:00:00Z,40.025,-125.525,13.15
2011-06-24T12:00:00Z,40.025,-125.475,13.17
2011-06-24T12:00:00Z,40.025,-125.425,13.200000000000001
2011-06-24T12:00:00Z,40.025,-125.375,13.18
2011-06-24T12:00:00Z,40.025,-125.325,13.15
2011-06-24T12:00:00Z,40.025,-125.275,13.09
2011-06-24T12:00:00Z,40.025,-125.225,13.0
2011-06-24T12:00:00Z,40.025,-125.175,12.85
2011-06-24T12:00:00Z,40.025,-125.125,12.66
2011-06-24T12:00:00Z,40.025,-125.075,12.49
2011-06-24T12:00:00Z,40.025,-125.025,12.23
2011-06-24T12:00:00Z,40.025,-124.975,11.91
2011-06-24T12:00:00Z,40.025,-124.925,11.49
2011-06-24T12:00:00Z,40.025,-124.875,10.97
2011-06-24T12:00:00Z,40.025,-124.825,10.42
2011-06-24T12:00:00Z,40.025,-124.775,9.92
2011-06-24T12:00:00Z,40.025,-124.725,9.51
2011-06-24T12:00:00Z,40.025,-124.675,9.290000000000001
2011-06-24T12:00:00Z,40.025,-124.625,9.18
2011-06-24T12:00:00Z,40.025,-124.575,9.13
2011-06-24T12:00:00Z,40.025,-124.525,9.120000000000001
2011-06-24T12:00:00Z,40.025,-124.475,9.040000000000001
2011-06-24T12:00:00Z,40.025,-124.425,8.99
2011-06-24T12:00:00Z,40.025,-124.375,8.96
2011-06-24T12:00:00Z,40.025,-124.325,8.97
2011-06-24T12:00:00Z,40.025,-124.275,9.06
