time,latitude,longitude,analysed_sst
UTC,degrees_north,degrees_east,degree_C
2005-06-24T12:00:00Z,40.025,-126.975,15.780000000000001
2005-06-24T12:00:00Z,40.025,-126.925,15.77
2005-06-24T12:00:00Z,40.025,-126.875,15.76
2005-06-24T12:00:00Z,40.025,-126.825,15.76
2005-06-24T12:00:00Z,40.025,-126.775,15.75
2005-06-24T12:00:00Z,40.025,-126.725,15.74
2005-06-24T12:00:00Z,40.025,-126.675,15.73
2005-06-24T12:00:00Z,40.025,-126.625,15.72
2005-06-24T12:00:00Z,40.025,-126.575,15.700000000000001
2005-06-24T12:00:00Z,40.025,-126.525,15.67
2005-06-24T12:00:00Z,40.025,-126.475,15.63
2005-06-24T12:00:00Z,40.025,-126.425,15.59
2005-06-24T12:00:00Z,40.025,-126.375,15.55
2005-06-24T12:00:00Z,40.025,-126.325,15.51
2005-06-24T12:00:00Z,40.025,-126.275,15.49
2005-06-24T12:00:00Z,40.025,-126.225,15.48
2005-06-24T12:00:00Z,40.025,-126.175,15.48
2005-06-24T12:00:00Z,40.025,-126.125,15.49
2005-06-24T12:00:00Z,40.025,-126.075,15.5
2005-06-24T12:00:00Z,40.025,-126.025,15.51
2005-06-24T12:00:00Z,40.025,-125.975,15.52
2005-06-24T12:00:00Z,40.025,-125.925,15.530000000000001
2005-06-24T12:00:00Z,40.025,-125.875,15.51
2005-06-24T12:00:00Z,40.025,-125.825,15.49
2005-06-24T12:00:00Z,40.025,-125.775,15.450000000000001
2005-06-24T12:00:00Z,40.025,-125.725,15.39
2005-06-24T12:00:00Z,40.025,-125.675,15.33
2005-06-24T12:00:00Z,40.025,-125.625,15.290000000000001
2005-06-24T12:00:00Z,40.025,-125.575,15.25
2005-06-24T12:00:00Z,40.025,-125.525,15.22
2005-06-24T12:00:00Z,40.025,-125.475,15.19
2005-06-24T12:00:00Z,40.025,-125.425,15.14
2005-06-24T12:00:00Z,40.025,-125.375,15.08
2005-06-24T12:00:00Z,40.025,-125.325,15.0
2005-06-24T12:00:00Z,40.025,-125.275,14.9
2005-06-24T12:00:00Z,40.025,-125.225,14.790000000000001
2005-06-24T12:00:00Z,40.025,-125.175,14.66
2005-06-24T12:00:00Z,40.025,-125.125,14.530000000000001
2005-06-24T12:00:00Z,40.025,-125.075,14.38
2005-06-24T12:00:00Z,40.025,-125.025,14.23
2005-06-24T12:00:00Z,40.025,-124.975,14.06
