"Transect","year","Date","Lat","Lon","NASC"
NA,2005,NA,47.7386283018868,-124.9884586,7.97486236516175
NA,2005,NA,47.7386264150943,-124.9771733,86.6296331256575
NA,2005,NA,47.7386245283019,-124.965888,186.40212116872
NA,2005,NA,47.7386226415094,-124.9546027,248.305928949568
NA,2005,NA,47.738620754717,-124.9433174,188.302825643202
NA,2005,NA,47.7386188679245,-124.9320321,221.500079131584
NA,2005,NA,47.7386169811321,-124.920746799999,421.418990776124
NA,2005,NA,47.7386150943396,-124.909461499999,187.875910561048
NA,2005,NA,47.7386113207547,-124.886890899999,284.056498182265
NA,2005,NA,47.7386094339623,-124.875605599999,24.8485974216193
NA,2005,NA,47.7386075471698,-124.864320299999,773.252979984217
NA,2005,NA,47.7386056603774,-124.853034999999,120.449679981349
NA,2005,NA,48.0719045454545,-125.6072822,106.717316100155
NA,2005,NA,48.0718931818182,-125.5959969,71.0601046343672
NA,2005,NA,48.0718818181818,-125.5847116,31.3557302777521
NA,2005,NA,48.0718704545455,-125.5734263,10.8456476633218
NA,2005,NA,48.0718477272727,-125.5508557,27.973591127908
NA,2005,NA,48.0718363636364,-125.5395704,1.32809345431422
NA,2005,NA,48.071825,-125.5282851,17.4269396649913
NA,2005,NA,48.0718136363636,-125.5169998,33.37170240383
NA,2005,NA,48.0718022727273,-125.5057145,42.0961381675776
NA,2005,NA,48.0717909090909,-125.4944292,11.4777096750836
NA,2005,NA,48.0716545454545,-125.359005599999,97.4681729634479
NA,2005,NA,48.0716318181818,-125.336434999999,86.4640053064066
NA,2005,NA,48.0716204545455,-125.325149699999,30.7289439408505
NA,2005,NA,48.0716090909091,-125.313864399999,180.795551305897
NA,2005,NA,48.0715977272727,-125.302579099999,69.0505340467299
NA,2005,NA,48.0715863636364,-125.291293799999,18.6644905108433
NA,2005,NA,48.0713818181818,-125.088158399999,159.226421668137
NA,2005,NA,48.0713704545455,-125.076873099999,106.534963162838
NA,2005,NA,48.0712568181818,-124.964020099999,173.629389657624
NA,2005,NA,48.0712454545455,-124.952734799999,347.238367918023
NA,2005,NA,48.0712340909091,-124.941449499999,590.417020217692
NA,2005,NA,48.0712227272727,-124.930164199999,143.48397271861
NA,2005,NA,48.0712113636364,-124.918878899999,214.28613970905
NA,2005,NA,48.2389990196078,-124.9103853,8.721477
NA,2005,NA,48.2389980392157,-124.9216706,603.666953
NA,2005,NA,48.2389960784314,-124.9442412,60.454609
NA,2005,NA,48.2389950980392,-124.9555265,778.18779
NA,2005,NA,48.2389941176471,-124.9668118,3817.080317
NA,2005,NA,48.2389931372549,-124.9780971,3113.06076
NA,2005,NA,48.2389921568627,-124.9893824,9.561696
NA,2005,NA,48.2389911764706,-125.0006677,324.002476
NA,2005,NA,48.2389901960784,-125.011953,513.073238
NA,2005,NA,48.2389892156863,-125.0232383,271.087326
NA,2005,NA,48.2389882352941,-125.0345236,254.781472
NA,2005,NA,48.2389784313725,-125.1473766,364.651569
NA,2005,NA,48.2389764705882,-125.1699472,319.780039
NA,2005,NA,48.2389754901961,-125.1812325,21.999606
NA,2005,NA,48.2389745098039,-125.1925178,214.184509
NA,2005,NA,48.2389735294118,-125.2038031,210.789036
NA,2005,NA,48.2389725490196,-125.2150884,701.409789
NA,2005,NA,48.238968627451,-125.2602296,8.919046
NA,2005,NA,48.2389666666667,-125.2828002,154.472402
NA,2005,NA,48.2389656862745,-125.2940855,164.741423
NA,2005,NA,48.2389411764706,-125.576218000001,13.813829
NA,2005,NA,48.2389401960784,-125.587503300001,160.721294
NA,2005,NA,48.2389392156863,-125.598788600001,356.050193
NA,2005,NA,48.238937254902,-125.621359200001,134.495379
NA,2005,NA,48.2389362745098,-125.632644500001,132.750337
NA,2005,NA,48.2389352941176,-125.643929800001,188.346835
NA,2005,NA,48.4056,-126.0674116,20.5065232072106
NA,2005,NA,48.4056,-126.0561263,195.834071783943
NA,2005,NA,48.4056,-126.044841,158.653467993836
NA,2005,NA,48.4056,-126.0222704,127.025333674192
NA,2005,NA,48.4056,-126.0109851,77.5340979407668
NA,2005,NA,48.4056,-125.9996998,53.4588129561172
NA,2005,NA,48.4056,-125.9884145,58.9568753437839
NA,2005,NA,48.4056,-125.9771292,9.13777355049729
NA,2005,NA,48.4056,-125.9658439,24.7108904197649
NA,2005,NA,48.4056,-125.9545586,3.80403030303083
NA,2005,NA,48.4056,-125.785279099999,45.380091
NA,2005,NA,48.4056,-125.773993799999,21.453759
NA,2005,NA,48.4056,-125.762708499999,530.039513
NA,2005,NA,48.4056,-125.751423199999,563.880422
NA,2005,NA,48.4056,-125.740137899999,1184.120087
NA,2005,NA,48.4056,-125.728852599999,217.838215
NA,2005,NA,48.4056,-125.706281999999,83.996364
NA,2005,NA,48.4056,-125.694996699999,0.038062
NA,2005,NA,48.4056,-125.706281999999,31.445821
NA,2005,NA,48.4056,-125.694996699999,65.810463
NA,2005,NA,48.4056,-125.683711399999,24.54783
NA,2005,NA,48.4056,-125.672426099999,1.202873
NA,2005,NA,48.4056,-125.627284899999,136.36185
NA,2005,NA,48.4056,-125.615999599999,1928.957478
NA,2005,NA,48.4056,-125.604714299999,1762.441066
NA,2005,NA,48.4056,-125.593428999999,526.926516
NA,2005,NA,48.4056,-125.582143699999,254.935211
NA,2005,NA,48.4056,-125.570858399999,20.00459
NA,2005,NA,48.4056,-125.559573099999,475.767835
NA,2005,NA,48.4056,-125.537002499999,1492.401265
NA,2005,NA,48.4056,-125.525717199999,75.097707
NA,2005,NA,48.4056,-125.514431899999,518.78115
NA,2005,NA,48.4056,-125.503146599999,62.734841
NA,2005,NA,48.4056,-125.491861299999,421.15357
NA,2005,NA,48.4056,-125.480575999999,627.477817
NA,2005,NA,48.4056,-125.435434799999,142.673047
NA,2005,NA,48.4056,-125.424149499999,1131.992634
NA,2005,NA,48.4056,-125.412864199999,4595.120189
NA,2005,NA,48.4056,-125.401578899999,660.126746
NA,2005,NA,48.4056,-125.390293599999,100.165155
NA,2005,NA,48.4056,-125.379008299999,31.478924
NA,2005,NA,48.4056,-125.232299399999,152.678885
NA,2005,NA,48.4056,-125.209728799999,1118.76478
NA,2005,NA,48.4056,-125.198443499999,359.296527
NA,2005,NA,48.4056,-125.187158199999,19.749583
NA,2005,NA,48.4056,-125.175872899999,23.44676
NA,2005,NA,48.4056,-125.164587599999,9.397235
NA,2005,NA,48.4056,-125.051734599999,364.919802
NA,2005,NA,48.4056,-125.040449299999,258.836377
NA,2005,NA,48.4056,-125.029163999999,746.756342
NA,2005,NA,48.4056,-125.017878699999,883.510601
NA,2005,NA,48.4056,-124.995308099999,411.409243
NA,2005,NA,48.4056,-124.984022799999,259.112573
NA,2005,NA,48.4056,-124.972737499999,449.101845
NA,2005,NA,48.4056,-124.961452199999,244.720103
NA,2005,NA,48.4056,-124.950166899999,218.187296
NA,2005,NA,48.4056,-124.938881599999,86.906647
NA,2005,NA,48.4056,-124.927596299999,71.640028
NA,2005,NA,48.4056,-124.916310999999,78.330431
NA,2005,NA,48.4056,-124.893740399998,118.578403
NA,2005,NA,48.4056,-124.882455099998,244.780175
NA,2005,NA,48.4056,-124.871169799998,361.190026
NA,2005,NA,48.4056,-124.859884499998,246.544629
NA,2005,NA,48.4056,-124.848599199998,268.499026
NA,2005,NA,48.4056,-124.837313899998,500.742085
NA,2005,NA,48.4056,-124.826028599998,2271.468687
NA,2005,NA,48.4056,-124.814743299998,1198.431166
NA,2005,NA,48.4056,-124.803457999998,800.521444
NA,2005,NA,48.4056,-124.780887399998,472.860214
NA,2005,NA,48.5723264285714,-125.621267299999,410.418663
NA,2005,NA,48.5723285714286,-125.609981999999,580.089871
NA,2005,NA,48.5723328571429,-125.587411399999,133.149193
NA,2005,NA,48.572335,-125.576126099999,2.687428
NA,2005,NA,48.5723414285714,-125.542270199999,35.650108
NA,2005,NA,48.5723435714286,-125.530984899999,94.445819
NA,2005,NA,48.5723457142857,-125.519699599999,2992.199211
NA,2005,NA,48.5723478571429,-125.508414299999,1414.567587
NA,2005,NA,48.57235,-125.497128999999,237.936709
NA,2005,NA,48.5723735714286,-125.372990699999,674.014789
NA,2005,NA,48.5723757142857,-125.361705399999,695.32522
NA,2005,NA,48.5723971428571,-125.248852399999,0.230363
NA,2005,NA,48.5723992857143,-125.237567099999,213.488653
NA,2005,NA,48.5724014285714,-125.226281799999,30.160792
NA,2005,NA,48.7396,-125.4327,6.38853956136069
NA,2005,NA,48.7395913580247,-125.4439853,1556.93987122861
NA,2005,NA,48.7395827160494,-125.4552706,23.9564359480172
NA,2005,NA,48.7395740740741,-125.4665559,489.431488591734
NA,2005,NA,48.7395654320988,-125.4778412,524.089470655719
NA,2005,NA,48.7395567901235,-125.4891265,651.663690297577
NA,2005,NA,48.7395481481482,-125.5004118,436.289726611964
NA,2005,NA,48.7395395061728,-125.5116971,461.154386820191
NA,2005,NA,48.7395222222222,-125.5342677,1033.39111079296
NA,2005,NA,48.7395135802469,-125.545553,1100.60018756251
NA,2005,NA,48.7395049382716,-125.5568383,487.649224566303
NA,2005,NA,48.7394962962963,-125.5681236,173.386658664468
NA,2005,NA,48.739487654321,-125.5794089,222.034326874723
NA,2005,NA,48.7394790123457,-125.5906942,249.757917347297
NA,2005,NA,48.7394703703704,-125.6019795,247.384010511932
NA,2005,NA,48.7394617283951,-125.6132648,518.179082459836
NA,2005,NA,48.7394444444444,-125.6358354,812.431741881445
NA,2005,NA,48.7394358024691,-125.6471207,578.115911661694
NA,2005,NA,48.7394271604938,-125.658406,1149.0097750857
NA,2005,NA,48.7394185185185,-125.6696913,1239.1756468169
NA,2005,NA,48.7394098765432,-125.6809766,3699.68077494224
NA,2005,NA,48.7394012345679,-125.6922619,3238.78236774235
NA,2005,NA,48.7393925925926,-125.7035472,1430.31439294997
NA,2005,NA,48.7393839506173,-125.7148325,192.486590651127
NA,2005,NA,48.739375308642,-125.7261178,380.612317054055
NA,2005,NA,48.7393580246914,-125.7486884,574.002709429395
NA,2005,NA,48.739349382716,-125.7599737,628.809372897526
NA,2005,NA,48.7393407407407,-125.771259,259.499721204088
NA,2005,NA,48.7393320987654,-125.7825443,136.770200439356
NA,2005,NA,48.7393234567901,-125.7938296,28.8417108686587
NA,2005,NA,48.739150617284,-126.019535600001,0.0467448169027353
NA,2005,NA,48.7391419753086,-126.030820900001,636.579845568744
NA,2005,NA,48.7391333333333,-126.042106200001,6204.96614196823
NA,2005,NA,48.7391160493827,-126.064676800001,1353.41535499488
NA,2005,NA,48.7391074074074,-126.075962100001,34.7872136207509
NA,2005,NA,48.7390987654321,-126.087247400001,3.14401250916507
NA,2005,NA,48.9056177570093,-126.5531793,3.134593
NA,2005,NA,48.9056186915888,-126.541894,93.270484
NA,2005,NA,48.9056196261682,-126.5306087,244.065737
NA,2005,NA,48.9056205607477,-126.5193234,379.757757
NA,2005,NA,48.9056224299065,-126.4967528,119.366993
NA,2005,NA,48.9056448598131,-126.225905599999,15.7781259380296
NA,2005,NA,48.905646728972,-126.203334999999,374.550314893672
NA,2005,NA,48.9056476635514,-126.192049699999,2702.23682794414
NA,2005,NA,48.9056485981308,-126.180764399999,658.575081105428
NA,2005,NA,48.9056822429907,-125.774493599999,16.3639576135842
NA,2005,NA,48.9056831775701,-125.763208299999,26.7003073500207
NA,2005,NA,48.9056841121495,-125.751922999999,200.262040298704
NA,2005,NA,48.905685046729,-125.740637699999,92.9585019172623
NA,2005,NA,48.9056859813084,-125.729352399999,135.309024315498
"x39hake69",2007,"2007-07-04",42.1032,-124.48498667,0
"x39hake69",2007,"2007-07-04",42.10318833,-124.47381667,0
"x39hake69",2007,"2007-07-04",42.10319319,-124.46254971,0
"x39hake69",2007,"2007-07-04",42.10317667,-124.45133667,0
"x39hake69",2007,"2007-07-04",42.10319676,-124.44010363,0
"x39hake69",2007,"2007-07-04",42.10331667,-124.42874,0
"x39hake69",2007,"2007-07-04",42.10337667,-124.41755333,0
"x39hake69",2007,"2007-07-04",42.10332833,-124.40621167,0
"x39hake69",2007,"2007-07-04",42.10345167,-124.39492833,0
"x39hake69",2007,"2007-07-04",42.10340833,-124.38365167,0
"x39hake69",2007,"2007-07-04",42.10333447,-125.0948675,0
"x39hake69",2007,"2007-07-04",42.10348719,-125.08382677,0
"x39hake69",2007,"2007-07-04",42.10359906,-125.0723827,0
"x39hake69",2007,"2007-07-04",42.10382554,-125.06110625,0
"x39hake69",2007,"2007-07-04",42.10374985,-125.05022413,0
"x39hake69",2007,"2007-07-04",42.1036419,-125.03861233,0
"x39hake69",2007,"2007-07-04",42.10346619,-125.026948,0
"x39hake69",2007,"2007-07-04",42.10337427,-125.01603842,0
"x39hake69",2007,"2007-07-04",42.10328717,-125.0046938,0
"x39hake69",2007,"2007-07-04",42.10325428,-124.99337373,0
"x39hake69",2007,"2007-07-04",42.10323047,-124.98211015,0
"x39hake69",2007,"2007-07-04",42.10316253,-124.97079389,0
"x39hake69",2007,"2007-07-04",42.10313167,-124.95958653,0
"x39hake69",2007,"2007-07-04",42.103015,-124.94806816,0
"x39hake69",2007,"2007-07-04",42.10292117,-124.93683321,0
"x39hake69",2007,"2007-07-04",42.10291595,-124.92563829,0
"x39hake69",2007,"2007-07-04",42.10305395,-124.91441964,0
"x39hake69",2007,"2007-07-04",42.10311378,-124.90313651,0
"x39hake69",2007,"2007-07-04",42.10321173,-124.89193929,0
"x39hake69",2007,"2007-07-04",42.1034193,-124.88046196,0
"x39hake69",2007,"2007-07-04",42.10353706,-124.86918825,0
"x39hake69",2007,"2007-07-04",42.10364541,-124.85801011,0
"x39hake69",2007,"2007-07-04",42.10362461,-124.84615056,0
"x39hake69",2007,"2007-07-04",42.10355333,-124.8354414,0
"x39hake69",2007,"2007-07-04",42.10341833,-124.82411012,0
"x39hake69",2007,"2007-07-04",42.10332877,-124.81291189,0
"x39hake69",2007,"2007-07-04",42.10326752,-124.80159467,0
"x39hake69",2007,"2007-07-04",42.10310703,-124.79032579,0
"x39hake69",2007,"2007-07-04",42.10295167,-124.77902637,0
"x39hake69",2007,"2007-07-04",42.10296436,-124.76765539,0
"x39hake69",2007,"2007-07-04",42.1029087,-124.756387,0
"x39hake69",2007,"2007-07-04",42.102975,-124.74517225,0
"x39hake69",2007,"2007-07-04",42.10305609,-124.73396299,0
"x39hake69",2007,"2007-07-04",42.10322269,-124.72251978,0
"x39hake69",2007,"2007-07-04",42.10327806,-124.71125407,0
"x39hake69",2007,"2007-07-04",42.10333304,-124.70004249,0
"x39hake69",2007,"2007-07-04",42.10334601,-124.68863153,0
"x39hake69",2007,"2007-07-04",42.10319696,-124.67744341,0
"x39hake69",2007,"2007-07-04",42.10302632,-124.66619046,0
"x39hake69",2007,"2007-07-04",42.10291411,-124.65483989,0
"x39hake69",2007,"2007-07-04",42.1030545,-124.64363852,0
"x40hake69",2007,"2007-07-04",42.26976833,-124.54382167,0
"x40hake69",2007,"2007-07-04",42.26981,-124.55516667,0
"x40hake69",2007,"2007-07-04",42.26981333,-124.56651333,0
"x40hake69",2007,"2007-07-04",42.26970167,-124.57800333,0
"x40hake69",2007,"2007-07-04",42.27005333,-124.623045,0
"x40hake69",2007,"2007-07-04",42.27011333,-124.63440667,0
"x40hake69",2007,"2007-07-04",42.27021167,-124.64578167,0
"x40hake69",2007,"2007-07-05",42.27045167,-124.65693167,0
"x40hake69",2007,"2007-07-05",42.27047333,-124.66827833,0
"x40hake69",2007,"2007-07-05",42.27008833,-124.679695,0
"x40hake69",2007,"2007-07-05",42.26990167,-124.69102,0
"x40hake69",2007,"2007-07-05",42.26989336,-124.70235935,0
"x40hake69",2007,"2007-07-05",42.27017833,-124.71341025,0
"x40hake69",2007,"2007-07-05",42.27015667,-124.72492359,0
"x40hake69",2007,"2007-07-05",42.27002167,-124.73605333,0
"x40hake69",2007,"2007-07-05",42.26996161,-124.7473413,0
"x40hake69",2007,"2007-07-05",42.269885,-124.75869167,0
"x40hake69",2007,"2007-07-05",42.26987046,-124.76991577,0
"x40hake69",2007,"2007-07-05",42.26987499,-124.78124223,0
"x40hake69",2007,"2007-07-05",42.26986012,-124.79276067,0
"x40hake69",2007,"2007-07-05",42.26991006,-124.80378078,0
"x40hake69",2007,"2007-07-05",42.26996009,-124.81514091,0
"x40hake69",2007,"2007-07-05",42.27002528,-124.82654778,0
"x40hake69",2007,"2007-07-05",42.27006521,-124.83783287,0
"x40hake69",2007,"2007-07-05",42.27012488,-124.84914993,0
"x40hake69",2007,"2007-07-05",42.26978453,-124.86043179,0
"x40hake69",2007,"2007-07-05",42.26963458,-124.87173742,0
"x40hake69",2007,"2007-07-05",42.26945009,-124.88302714,0
"x40hake69",2007,"2007-07-05",42.26955,-124.89435462,0
"x40hake69",2007,"2007-07-05",42.26962922,-124.90564869,0
"x40hake69",2007,"2007-07-05",42.26979189,-124.91666659,0
"x40hake69",2007,"2007-07-05",42.26989532,-124.92815268,0
"x40hake69",2007,"2007-07-05",42.27013875,-124.93943726,0
"x40hake69",2007,"2007-07-05",42.27057986,-124.95082744,0
"x40hake69",2007,"2007-07-05",42.27063833,-124.96215261,0
"x40hake69",2007,"2007-07-05",42.27037644,-124.97337125,0
"x40hake69",2007,"2007-07-05",42.27028833,-124.9847343,0
"x40hake69",2007,"2007-07-05",42.27026971,-124.99598457,0
"x40hake69",2007,"2007-07-05",42.27014718,-125.00711165,0
"x40hake69",2007,"2007-07-05",42.27009321,-125.01851072,0
"x40hake69",2007,"2007-07-05",42.26986723,-125.02991644,0
"x40hake69",2007,"2007-07-04",42.26944333,-124.45329667,0
"x40hake69",2007,"2007-07-04",42.26977167,-124.46467167,0
"x40hake69",2007,"2007-07-04",42.27002833,-124.47596167,0
"x40hake69",2007,"2007-07-04",42.26989667,-124.487225,0
"x41hake69",2007,"2007-07-05",42.43659181,-124.88470828,0
"x41hake69",2007,"2007-07-05",42.43635667,-124.87346667,0
"x41hake69",2007,"2007-07-05",42.43651,-124.86200833,0
"x41hake69",2007,"2007-07-05",42.43672833,-124.85036667,0
"x41hake69",2007,"2007-07-05",42.43651333,-124.83942667,0
"x41hake69",2007,"2007-07-05",42.4364,-124.828015,0
"x41hake69",2007,"2007-07-05",42.436555,-124.816695,0
"x41hake69",2007,"2007-07-05",42.43639181,-124.80537159,0
"x41hake69",2007,"2007-07-05",42.43616,-124.79392167,0
"x41hake69",2007,"2007-07-05",42.43603,-124.78260167,0
"x41hake69",2007,"2007-07-05",42.43635,-124.77125667,0
"x41hake69",2007,"2007-07-05",42.43657,-124.75997667,0
"x41hake69",2007,"2007-07-05",42.43654333,-124.74857667,0
"x41hake69",2007,"2007-07-05",42.436445,-124.73730833,0
"x41hake69",2007,"2007-07-05",42.43643667,-124.72575,0
"x41hake69",2007,"2007-07-05",42.43651167,-124.71439,0
"x41hake69",2007,"2007-07-05",42.4365,-124.70314667,0
"x41hake69",2007,"2007-07-05",42.436535,-124.69177667,0
"x41hake69",2007,"2007-07-05",42.43661,-124.680375,0
"x41hake69",2007,"2007-07-05",42.43650833,-124.66898833,0
"x41hake69",2007,"2007-07-05",42.43649333,-124.657565,0
"x41hake69",2007,"2007-07-05",42.43637833,-124.64619667,0
"x41hake69",2007,"2007-07-05",42.43637333,-124.63476833,0
"x41hake69",2007,"2007-07-05",42.43629333,-124.62342,0
"x41hake69",2007,"2007-07-05",42.43633833,-124.61209333,0
"x41hake69",2007,"2007-07-05",42.43650167,-124.60073167,0
"x41hake69",2007,"2007-07-05",42.43631333,-124.58926333,0
"x41hake69",2007,"2007-07-05",42.43624007,-124.57781392,0
"x41hake69",2007,"2007-07-05",42.43638178,-124.56642885,0
"x41hake69",2007,"2007-07-05",42.436515,-124.555055,0
"x41hake69",2007,"2007-07-05",42.43681667,-124.95258833,0
"x41hake69",2007,"2007-07-05",42.43663993,-124.54375212,0
"x41hake69",2007,"2007-07-05",42.43654837,-124.53236354,0
"x41hake69",2007,"2007-07-05",42.43693167,-124.52098667,0
"x41hake69",2007,"2007-07-05",42.43697496,-124.50897601,0
"x41hake69",2007,"2007-07-05",42.436465,-124.94133667,0
"x41hake69",2007,"2007-07-05",42.436355,-124.93008167,0
"x41hake69",2007,"2007-07-05",42.43644333,-124.91847833,0
"x41hake69",2007,"2007-07-05",42.43653167,-124.906675,0
"x41hake69",2007,"2007-07-05",42.43657167,-124.89585333,0
"x42hake69",2007,"2007-07-05",42.58933326,-124.45963087,0
"x42hake69",2007,"2007-07-05",42.6025,-124.53544816,0
"x42hake69",2007,"2007-07-05",42.60240318,-124.54659379,0
"x42hake69",2007,"2007-07-05",42.60238987,-124.55806914,0
"x42hake69",2007,"2007-07-05",42.60257178,-124.56933598,0
"x42hake69",2007,"2007-07-05",42.60290167,-124.58070187,0
"x42hake69",2007,"2007-07-05",42.60313667,-124.59208473,0
"x42hake69",2007,"2007-07-05",42.60332987,-124.60349823,0
"x42hake69",2007,"2007-07-05",42.60360682,-124.61469427,0
"x42hake69",2007,"2007-07-05",42.60364642,-124.62593365,0
"x42hake69",2007,"2007-07-05",42.60361637,-124.63740972,0
"x42hake69",2007,"2007-07-05",42.60365167,-124.64866908,0
"x42hake69",2007,"2007-07-05",42.604035,-124.65990525,0
"x42hake69",2007,"2007-07-05",42.6039941,-124.67135758,0
"x42hake69",2007,"2007-07-05",42.60396142,-124.68272358,0
"x42hake69",2007,"2007-07-05",42.60408021,-124.69414923,0
"x42hake69",2007,"2007-07-05",42.60383891,-124.7054635,0
"x42hake69",2007,"2007-07-05",42.6037319,-124.71678028,0
"x42hake69",2007,"2007-07-05",42.60374605,-124.72808934,0
"x42hake69",2007,"2007-07-05",42.603805,-124.73950887,0
"x42hake69",2007,"2007-07-05",42.60380163,-124.75079892,0
"x42hake69",2007,"2007-07-05",42.60293483,-124.4557529,0
"x42hake69",2007,"2007-07-05",42.60364079,-124.76206751,0
"x42hake69",2007,"2007-07-05",42.60365131,-124.77343076,0
"x42hake69",2007,"2007-07-05",42.60363973,-124.78474666,0
"x42hake69",2007,"2007-07-05",42.60377693,-124.79614228,0
"x42hake69",2007,"2007-07-05",42.60404833,-124.80746099,0
"x42hake69",2007,"2007-07-05",42.60410948,-124.8188262,0
"x42hake69",2007,"2007-07-05",42.60398,-124.83021615,0
"x42hake69",2007,"2007-07-05",42.60432547,-124.84161033,0
"x42hake69",2007,"2007-07-05",42.6047225,-124.8528314,0
"x42hake69",2007,"2007-07-05",42.60486811,-124.86420125,0
"x42hake69",2007,"2007-07-05",42.60302969,-124.46731136,0
"x42hake69",2007,"2007-07-05",42.60448306,-124.87563807,0
"x42hake69",2007,"2007-07-05",42.60384633,-124.88703028,0
"x42hake69",2007,"2007-07-05",42.60380452,-124.89791914,0
"x42hake69",2007,"2007-07-05",42.6033864,-124.90959641,0
"x42hake69",2007,"2007-07-05",42.60320911,-124.92082472,0
"x42hake69",2007,"2007-07-05",42.60314093,-124.93218464,0
"x42hake69",2007,"2007-07-05",42.60295672,-124.47864885,0
"x42hake69",2007,"2007-07-05",42.60287825,-124.49001555,0
"x42hake69",2007,"2007-07-05",42.60355208,-124.92930951,0
"x42hake69",2007,"2007-07-05",42.6031694,-124.94050241,0
"x42hake69",2007,"2007-07-05",42.60278027,-124.50143301,0
"x42hake69",2007,"2007-07-05",42.60304985,-124.95196097,0
"x42hake69",2007,"2007-07-05",42.60299,-124.9632212,0
"x42hake69",2007,"2007-07-05",42.60298076,-124.9748036,0
"x42hake69",2007,"2007-07-05",42.60301286,-124.98595227,0
"x42hake69",2007,"2007-07-05",42.60301232,-124.99740284,0
"x42hake69",2007,"2007-07-05",42.60303605,-125.00866754,0
"x42hake69",2007,"2007-07-05",42.60299828,-125.02009217,0
"x42hake69",2007,"2007-07-05",42.6029529,-125.0312467,0
"x42hake69",2007,"2007-07-05",42.60298716,-125.04274864,0
"x42hake69",2007,"2007-07-05",42.60303104,-125.05418198,0
"x42hake69",2007,"2007-07-05",42.6027103,-124.51272095,0
"x42hake69",2007,"2007-07-05",42.60317985,-125.06545019,0
"x42hake69",2007,"2007-07-05",42.60324077,-125.07687222,0
"x42hake69",2007,"2007-07-05",42.60261681,-124.5239344,0
"x43hake69",2007,"2007-07-05",42.66496201,-125.08218079,0
"x43hake69",2007,"2007-07-05",42.76989758,-124.84062556,0
"x43hake69",2007,"2007-07-06",42.76980558,-124.82873194,0
"x43hake69",2007,"2007-07-06",42.76993333,-124.81730796,0
"x43hake69",2007,"2007-07-06",42.76982139,-124.80590833,0
"x43hake69",2007,"2007-07-06",42.76969468,-124.7943967,0
"x43hake69",2007,"2007-07-06",42.76985301,-124.78313822,0
"x43hake69",2007,"2007-07-06",42.76993472,-124.7716211,0
"x43hake69",2007,"2007-07-06",42.76982827,-124.76006091,0
"x43hake69",2007,"2007-07-06",42.76971447,-124.74872854,0
"x43hake69",2007,"2007-07-06",42.76998333,-124.70302603,0
"x43hake69",2007,"2007-07-06",42.76979716,-124.69162256,0
"x43hake69",2007,"2007-07-06",42.7697223,-124.68021614,0
"x43hake69",2007,"2007-07-06",42.76984333,-124.66870833,0
"x43hake69",2007,"2007-07-06",42.76988944,-124.65733659,0
"x43hake69",2007,"2007-07-06",42.77003,-124.64592167,0
"x43hake69",2007,"2007-07-06",42.77056,-124.63430823,0
"x44hake69",2007,"2007-07-06",42.93673167,-124.54801212,0
"x44hake69",2007,"2007-07-06",42.93645333,-124.64836408,0
"x44hake69",2007,"2007-07-06",42.93648362,-124.65970484,0
"x44hake69",2007,"2007-07-06",42.93647407,-124.67106758,0
"x44hake69",2007,"2007-07-06",42.93649682,-124.68258375,0
"x44hake69",2007,"2007-07-06",42.93658094,-124.69392561,0
"x44hake69",2007,"2007-07-06",42.93673595,-124.70546457,0
"x44hake69",2007,"2007-07-06",42.93661129,-124.71682528,0
"x44hake69",2007,"2007-07-06",42.93656304,-124.72820998,0
"x44hake69",2007,"2007-07-06",42.93653798,-124.73964311,0
"x44hake69",2007,"2007-07-06",42.93659009,-124.55660223,0
"x44hake69",2007,"2007-07-06",42.93645833,-124.79676114,0
"x44hake69",2007,"2007-07-06",42.93655495,-124.56825526,0
"x44hake69",2007,"2007-07-06",42.93642,-124.57970727,0
"x44hake69",2007,"2007-07-06",42.93758829,-124.7991685,0
"x44hake69",2007,"2007-07-06",42.9371954,-124.81051788,0
"x44hake69",2007,"2007-07-06",42.93717604,-124.82203511,0
"x44hake69",2007,"2007-07-06",42.93685957,-124.83328739,0
"x44hake69",2007,"2007-07-06",42.93673871,-124.84489001,0
"x44hake69",2007,"2007-07-06",42.93666803,-124.85622417,0
"x44hake69",2007,"2007-07-06",42.93650667,-124.86778015,0
"x44hake69",2007,"2007-07-06",42.93627194,-124.87912913,0
"x44hake69",2007,"2007-07-06",42.93620084,-124.89053318,0
"x44hake69",2007,"2007-07-06",42.93628817,-124.90179391,0
"x44hake69",2007,"2007-07-06",42.93654923,-124.5911672,0
"x44hake69",2007,"2007-07-06",42.93646034,-124.91334534,0
"x44hake69",2007,"2007-07-06",42.93667333,-124.60250301,0
"x44hake69",2007,"2007-07-06",42.93653667,-124.61402466,0
"x44hake69",2007,"2007-07-06",42.93650673,-124.62543072,0
"x44hake69",2007,"2007-07-06",42.93646667,-124.63685665,0
"x45hake69",2007,"2007-07-06",42.94065095,-125.08332014,0
"x45hake69",2007,"2007-07-06",43.10259167,-125.06661667,0
"x45hake69",2007,"2007-07-06",43.10309333,-125.055385,0
"x45hake69",2007,"2007-07-06",43.10324333,-125.04364167,0
"x45hake69",2007,"2007-07-06",43.10328333,-125.032325,0
"x45hake69",2007,"2007-07-06",43.10339,-125.02079167,0
"x45hake69",2007,"2007-07-06",43.10335333,-125.00871667,0
"x45hake69",2007,"2007-07-06",43.10343833,-124.99799118,0
"x45hake69",2007,"2007-07-06",43.10343667,-124.98640333,0
"x45hake69",2007,"2007-07-06",43.103315,-124.97488,0
