"lon","lat","sos","date","month","year"
234.209004480699,44.0458283822718,31.9201202392578,1993-06-16,6,1993
234.209004480699,44.1317115685278,31.8970680236816,1993-06-16,6,1993
234.209004480699,44.2175947547838,31.878080368042,1993-06-16,6,1993
234.209004480699,44.3034779410397,31.8608627319336,1993-06-16,6,1993
234.209004480699,44.3893611272957,31.8502140045166,1993-06-16,6,1993
234.209004480699,44.4752443135517,31.8506278991699,1993-06-16,6,1993
234.209004480699,44.5611274998077,31.8512420654297,1993-06-16,6,1993
234.209004480699,44.6470106860637,31.8377056121826,1993-06-16,6,1993
234.209004480699,44.7328938723196,31.8028335571289,1993-06-16,6,1993
234.209004480699,44.8187770585756,31.7509288787842,1993-06-16,6,1993
234.209004480699,44.9046602448316,31.6684284210205,1993-06-16,6,1993
234.209004480699,44.9905434310876,31.5315837860107,1993-06-16,6,1993
234.209004480699,45.0764266173435,31.3419189453125,1993-06-16,6,1993
234.209004480699,45.1623098035995,31.1311798095703,1993-06-16,6,1993
234.209004480699,45.2481929898555,30.9016647338867,1993-06-16,6,1993
234.209004480699,45.3340761761115,30.6576881408691,1993-06-16,6,1993
234.209004480699,45.4199593623675,30.4031887054443,1993-06-16,6,1993
234.209004480699,45.5058425486234,30.1276168823242,1993-06-16,6,1993
234.209004480699,45.5917257348794,29.8691787719727,1993-06-16,6,1993
234.209004480699,45.6776089211354,29.5745506286621,1993-06-16,6,1993
234.209004480699,45.7634921073914,29.3328075408936,1993-06-16,6,1993
234.209004480699,45.8493752936473,29.1728744506836,1993-06-16,6,1993
234.209004480699,45.9352584799033,29.1284046173096,1993-06-16,6,1993
234.209004480699,46.0211416661593,29.1713676452637,1993-06-16,6,1993
234.209004480699,46.1070248524153,29.2365627288818,1993-06-16,6,1993
234.209004480699,46.1929080386712,29.2785224914551,1993-06-16,6,1993
234.209004480699,46.2787912249272,29.3197383880615,1993-06-16,6,1993
234.209004480699,46.3646744111832,29.3455219268799,1993-06-16,6,1993
234.209004480699,46.4505575974392,29.3450813293457,1993-06-16,6,1993
234.209004480699,46.5364407836952,29.309196472168,1993-06-16,6,1993
234.209004480699,46.6223239699511,29.2742538452148,1993-06-16,6,1993
234.209004480699,46.7082071562071,29.2533416748047,1993-06-16,6,1993
234.209004480699,46.7940903424631,29.2560653686523,1993-06-16,6,1993
234.209004480699,46.8799735287191,29.2462692260742,1993-06-16,6,1993
234.209004480699,46.965856714975,29.232271194458,1993-06-16,6,1993
234.209004480699,47.051739901231,29.2500915527344,1993-06-16,6,1993
234.209004480699,47.137623087487,29.3295993804932,1993-06-16,6,1993
234.209004480699,47.223506273743,29.4594249725342,1993-06-16,6,1993
234.209004480699,47.309389459999,29.6009788513184,1993-06-16,6,1993
234.209004480699,47.3952726462549,29.7131805419922,1993-06-16,6,1993
234.209004480699,47.4811558325109,29.7915496826172,1993-06-16,6,1993
234.209004480699,47.5670390187669,29.8556118011475,1993-06-16,6,1993
234.209004480699,47.6529222050229,29.9300479888916,1993-06-16,6,1993
234.209004480699,47.7388053912788,30.0170516967773,1993-06-16,6,1993
234.209004480699,47.8246885775348,30.0998458862305,1993-06-16,6,1993
234.209004480699,47.9105717637908,30.2041435241699,1993-06-16,6,1993
234.209004480699,47.9964549500468,30.295747756958,1993-06-16,6,1993
234.209004480699,48.0823381363028,30.340690612793,1993-06-16,6,1993
234.209004480699,48.1682213225587,30.3492393493652,1993-06-16,6,1993
234.209004480699,48.2541045088147,30.335506439209,1993-06-16,6,1993
234.209004480699,48.3399876950707,30.2968235015869,1993-06-16,6,1993
234.209004480699,48.4258708813267,30.2510623931885,1993-06-16,6,1993
234.209004480699,48.5117540675826,30.2146987915039,1993-06-16,6,1993
234.209004480699,48.5976372538386,30.187442779541,1993-06-16,6,1993
234.209004480699,48.6835204400946,30.1569347381592,1993-06-16,6,1993
234.209004480699,48.7694036263506,30.1055126190186,1993-06-16,6,1993
234.209004480699,48.8552868126066,30.0576248168945,1993-06-16,6,1993
234.209004480699,48.9411699988625,29.9680309295654,1993-06-16,6,1993
234.497378360524,44.0458283822718,31.7294025421143,1993-06-16,6,1993
234.497378360524,44.1317115685278,31.6959590911865,1993-06-16,6,1993
234.497378360524,44.2175947547838,31.6726379394531,1993-06-16,6,1993
234.497378360524,44.3034779410397,31.6532402038574,1993-06-16,6,1993
234.497378360524,44.3893611272957,31.6390933990479,1993-06-16,6,1993
234.497378360524,44.4752443135517,31.6261367797852,1993-06-16,6,1993
