"haul_id","cruise","year","month","day","original_haul_number","new_haul_number","original_station","transect_new","station_new","swfcs_station","swfcs_transect","distance_from_shore_km","start_depth_m","comments","end_depth_m","warp_out_m","start_time","end_time","start_latitude","end_latitude","start_longitude","end_longitude","start_tow_speed_kts","end_tow_speed_kts","max_headrope_depth_m","max_footrope_depth_m","flowmeter_start","flowmeter_end","total_revs","weather","surface_temp_o_c","temperature_30m_o_c","fluorescence_30m_v","salinity_30m_psu","density_30m_sigma_theta_kg_m3","dissolved_oxygen_30m_ml_l","X","Y","group","total"
"2018_5_21-43.5_7","Pre-recruit",2018,5,21,NA,14,"43.5S7","43.5",7,667,660,62.6,1162,NA,1163,89,"1.1357870370370367","1.1395370370370368",43.5,43.51,-125.02,-125.02,3.4,2.1,30,43,NA,NA,NA,"15",13.6,10.3747,NA,32.3144,24.7924,6.5278,336.692630498695,4818.3234084918,"rockfishes",9
"2018_5_21-44.5_1","Pre-recruit",2018,5,21,NA,15,"44.5S1","44.5",1,681,680,21.3,62,NA,62,84,"0.98415509259259237","0.99461805555555527",44.5,44.51,-124.35,-124.35,2.3,1.9,31,45,NA,NA,NA,"13",11.8,9.2639,NA,33.3692,25.7998,3.6487,392.677847644537,4928.29546387492,"rockfishes",0
"2018_5_22-44.5_3","Pre-recruit",2018,5,22,NA,16,"44.5S3","44.5",3,683,680,40.2,156,NA,158,84,"1.0878356481481479","1.0913425925925924",44.51,44.51,-124.6,-124.6,3.4,3.1,27,39,NA,NA,NA,"20",13.1,10.0008,NA,32.4855,24.989,6.4965,372.82503360642,4929.76494410528,"rockfishes",0
"2018_5_22-44.5_5","Pre-recruit",2018,5,22,NA,17,"44.5S5","44.5",5,685,680,59.1,244,NA,250,95,"1.1568518518518516","1.1604745370370368",44.51,44.51,-124.83,-124.83,3.2,3.2,21,31,NA,NA,NA,"18",14.1,10.5145,NA,32.4699,24.89,6.5736,354.54352396586,4930.14867209128,"rockfishes",5
"2018_5_22-45.5_1","Pre-recruit",2018,5,22,NA,18,"45.5S1","45.5",1,701,700,14.8,123,NA,123,83,"0.9193171296296293","0.92984953703703677",45.51,45.52,-124.18,-124.18,3.6,2.3,35,48,NA,NA,NA,"16",12.7,9.7479,NA,32.5021,25.0435,5.9492,407.826802071502,5040.28462053608,"rockfishes",0
"2018_5_23-45.5_3","Pre-recruit",2018,5,23,NA,19,"45.5S3","45.5",3,703,700,33.7,196,NA,196,93,"1.0238078703703701","1.027384259259259",45.5,45.5,-124.4,-124.4,3.4,3.1,28,39,NA,NA,NA,"18",13.7,10.1716,NA,32.4667,24.9456,6.5587,390.62265257544,5039.44971299693,"rockfishes",0
"2018_5_23-45.5_5","Pre-recruit",2018,5,23,NA,20,"45.5S5","45.5",5,705,700,52.6,461,NA,458,101,"1.0948842592592589","1.0983912037037034",45.5,45.51,-124.64,-124.64,3.9,2.3,29,39,NA,NA,NA,"15",13.6,10.5474,NA,32.5805,24.9694,6.7643,371.872326302055,5039.80458755583,"rockfishes",33
"2018_5_23-45.5_7","Pre-recruit",2018,5,23,NA,21,"45.5S7","45.5",7,707,700,71.5,1111,NA,1137,98,"1.1687037037037034","1.1722569444444442",45.5,45.5,-124.88,-124.89,3.8,1.7,33,43,NA,NA,NA,"16",14.6,10.8587,NA,32.6201,24.947,6.7037,353.122036560084,5040.21552715835,"rockfishes",11
"2018_5_26-46.5_1","Pre-recruit",2018,5,26,NA,22,"46.5S1","46.5",1,721,720,16.7,70,NA,71,78,"0.903171296296296","0.91366898148148123",46.51,46.51,-124.3,-124.31,3.3,1.8,33,47,NA,NA,NA,"11",NA,8.9704,NA,32.9663,25.5302,3.9994,400.267273348903,5151.53544539467,"rockfishes",0
"2018_5_26-46.5_3","Pre-recruit",2018,5,26,NA,23,"46.5S3","46.5",3,723,720,35.6,603,NA,656,87,"0.99747685185185153","1.00099537037037",46.51,46.52,-124.55,-124.55,4.1,2.7,30,43,NA,NA,NA,"9",14.6,9.1551,NA,32.3328,25.0057,4.0731,381.088123793884,5151.88158104009,"rockfishes",0
"2018_5_27-46.5_5","Pre-recruit",2018,5,27,NA,24,"46.5S5","46.5",5,725,720,54.4,688,NA,708,90,"1.060821759259259","1.0642824074074071",46.5,46.5,-124.76,-124.76,1.7,1,32,45,NA,NA,NA,"6",14.4,10.1752,NA,32.5328,24.9966,6.7413,364.952959389659,5151.10814576794,"rockfishes",2
"2018_5_27-46.5_7","Pre-recruit",2018,5,27,NA,25,"46.5S7","46.5",7,727,720,73.3,1447,NA,1493,90,"1.1284837962962959","1.1320370370370367",46.5,46.5,-125,-125.01,3.1,3.4,29,41,NA,NA,NA,"7",14.3,10.2685,NA,32.5047,24.959,6.7309,346.53781355566,5151.54660558682,"rockfishes",0
"2018_5_27-46_0","Pre-recruit",2018,5,27,NA,26,"46.0S0","46",0,710,710,20.9,69,NA,72,84,"0.90739583333333307","0.91788194444444415",46.02,46.03,-124.09,-124.1,5.4,2.1,31,45,NA,NA,NA,"11",13.4,8.8301,NA,33.5512,26.0105,2.7846,415.629366094465,5096.84715908108,"rockfishes",0
"2018_5_28-45_1","Pre-recruit",2018,5,28,NA,30,"45.0S1","45",1,691,690,7.2,92,NA,94,73,"0.90606481481481449","0.9165856481481478",44.98,44.99,-124.14,-124.14,5,2,41,48,NA,NA,NA,"22",10.7,9.1525,NA,33.3558,25.8066,3.6026,410.119295832511,4981.36075048771,"rockfishes",0
"2018_5_28-46_1","Pre-recruit",2018,5,28,NA,27,"46.0S1","46",1,711,710,30,129,NA,128,90,"1.0136921296296293","1.017719907407407",46.01,46.02,-124.34,-124.34,3.1,1.9,32,45,NA,NA,NA,"12",12.9,9.2538,NA,32.8848,25.4222,3.8441,396.259712502578,5096.03142447869,"rockfishes",0
"2018_5_28-46_3","Pre-recruit",2018,5,28,NA,28,"46.0S3","46",3,713,710,48.9,159,NA,159,90,"1.0965046296296292","1.1000694444444441",46.01,46.01,-124.57,-124.57,3.1,2,30,43,NA,NA,NA,"12",14.7,10.4763,NA,32.3505,24.8037,6.702,378.453683688731,5096.35681813729,"rockfishes",0
"2018_5_28-46_5","Pre-recruit",2018,5,28,NA,29,"46.0S5","46",5,715,710,67.8,458,NA,456,89,"1.1671874999999996","1.1708101851851849",46,46,-124.8,-124.8,3.9,2.6,28,40,NA,NA,NA,"11",14.6,10.3774,NA,32.4167,24.8726,6.7158,360.6226028527,5095.62262391063,"rockfishes",0
"2018_5_29-45_3","Pre-recruit",2018,5,29,NA,31,"45.0S3","45",3,693,690,26.1,216,NA,217,84,"1.0281828703703701","1.0317361111111107",45.01,45.02,-124.37,-124.37,3.5,2.8,33,43,NA,NA,NA,"25",13.8,9.787,NA,32.5381,25.0653,6.2419,392.041815048706,4984.97418016099,"rockfishes",5
"2018_5_29-45_5","Pre-recruit",2018,5,29,NA,32,"45.0S5","45",5,695,690,45,444,NA,443,84,"1.1295138888888885","1.1331018518518516",45.01,45.01,-124.61,-124.61,3.6,3,29,43,NA,NA,NA,"21",14.2,10.1421,NA,32.4845,24.9654,6.5347,373.129427088051,4985.32209250989,"rockfishes",2
"2019_5_29-43_1","Pre-recruit",2019,5,29,NA,4,"43.0S1","43",1,651,650,13.5,114,NA,117,63,"0.90829861111111121","0.91893518518518524",42.99,43,-124.63,-124.63,4,2.1,27,NA,NA,NA,NA,"18",11.3,NA,NA,NA,NA,NA,367.118554552299,4760.99334217974,"rockfishes",0
"2019_5_29-44_3","Pre-recruit",2019,5,29,NA,1,"44.0S06","44",3,673,670,53.9,102,NA,98,83,"0.035243055555555555","0.045706018518518521",44,44.01,-124.83,-124.83,2.8,NA,33,NA,NA,NA,NA,"12",13.5,9.4609,0.1447,32.6825,25.2314,4.7753,353.28046572525,4873.50076158428,"rockfishes",16
"2019_5_29-44_5","Pre-recruit",2019,5,29,NA,2,"44.0S08","44",5,675,670,72.8,329,"4 unmeasured",324,79,"0.11061342592592593","0.12107638888888889",44,44.01,-125.05,-125.05,4.4,2.9,28,NA,NA,NA,NA,"10",13.6,NA,NA,NA,NA,NA,335.641792762576,4873.91579565231,"rockfishes",87
"2019_5_29-44_5","Pre-recruit",2019,5,29,NA,2,"44.0S08","44",5,675,670,72.8,329,NA,324,79,"0.11061342592592593","0.12107638888888889",44,44.01,-125.05,-125.05,4.4,2.9,28,NA,NA,NA,NA,"10",13.6,NA,NA,NA,NA,NA,335.641792762576,4873.91579565231,"rockfishes",7
"2019_5_29-44_7","Pre-recruit",2019,5,29,NA,3,"44.0S10","44",7,677,670,91.7,3000,"2 unmeasured",3000,73,"0.1884837962962963","0.19896990740740739",44,44.01,-125.3,-125.3,3.7,2.2,31,NA,NA,NA,NA,"10",13.1,11.0174,0.1091,32.3422,24.704,5.9872,315.597739625983,4874.4446109123,"rockfishes",3
"2019_5_29-44_7","Pre-recruit",2019,5,29,NA,3,"44.0S10","44",7,677,670,91.7,3000,NA,3000,73,"0.1884837962962963","0.19896990740740739",44,44.01,-125.3,-125.3,3.7,2.2,31,NA,NA,NA,NA,"10",13.1,11.0174,0.1091,32.3422,24.704,5.9872,315.597739625983,4874.4446109123,"rockfishes",2
"2019_5_30-42.5_1","Pre-recruit",2019,5,30,NA,7,"42.5S1","42.5",1,641,640,15.6,91,NA,95,64,"0.8959259259259259","0.90644675925925933",42.5,42.5,-124.61,-124.61,4.4,2.8,30,NA,NA,NA,NA,"29",9.4,NA,NA,NA,NA,NA,367.710977132097,4706.54893753795,"rockfishes",0
"2019_5_30-43_3","Pre-recruit",2019,5,30,NA,5,"43.0S3","43",3,653,650,31.7,158,NA,267,73,"0.03259259259259259","0.043078703703703702",42.99,43,-124.85,-124.86,3.3,3.4,28,NA,NA,NA,NA,"16",12.1,8.9439,0.112,33.579,26.0148,3.5823,349.183214824705,4761.36485443528,"rockfishes",3
"2019_5_30-43_5","Pre-recruit",2019,5,30,NA,6,"43.0S5","43",5,655,650,49.8,362,NA,362,73,"0.098900462962962954","0.109375",42.99,43.01,-125.07,-125.07,3.6,3.2,32,NA,NA,NA,NA,"15",12.8,11.4424,0.1093,32.3499,24.6342,6.0123,331.24771604332,4761.78337802443,"rockfishes",1
"2019_5_31-42.5_3","Pre-recruit",2019,5,31,NA,8,"42.5S3","42.5",3,643,640,24.6,532,NA,592,64,"0.0087037037037037031","0.019837962962962963",42.49,42.5,-124.82,-124.82,2.3,1.3,28,NA,NA,NA,NA,"21",12,10.529,0.1705,32.7355,25.0952,5.3886,350.431565210101,4705.78755106853,"rockfishes",0
"2019_5_31-42.5_5","Pre-recruit",2019,5,31,NA,9,"42.5S5","42.5",5,645,640,51.9,697,NA,697,69,"0.086458333333333345","0.096921296296296297",42.49,42.51,-125.04,-125.04,4.9,3.8,28,NA,NA,NA,NA,"25",12.5,10.8513,0.2131,32.6736,24.9911,5.5826,332.351219760862,4706.19908711925,"rockfishes",1
"2019_5_31-42.5_7","Pre-recruit",2019,5,31,NA,10,"42.5S7","42.5",7,647,640,70,3070,NA,3070,68,"0.16937500000000003","0.17988425925925924",42.5,42.51,-125.27,-125.27,4.5,3.3,32,NA,NA,NA,NA,"24",12.4,10.3258,0.1968,33.0105,25.3444,5.1731,313.478540782415,4707.79000053343,"rockfishes",9
"2019_5_31-43.5_1","Pre-recruit",2019,5,31,NA,11,"43.5S1","43.5",1,661,660,8.1,95,NA,97,64,"0.90557870370370364","0.91656249999999995",43.49,43.5,-124.36,-124.36,4.8,3.2,30,NA,NA,NA,NA,"11",10.7,NA,NA,NA,NA,NA,390.033007641036,4816.12910510344,"rockfishes",0
"2019_6_1-43.5_3","Pre-recruit",2019,6,1,NA,12,"43.5S3","43.5",3,663,660,26.3,182,NA,188,68,"0.013078703703703703","0.02359953703703704",43.49,43.5,-124.58,-124.58,3.7,3.1,31,NA,NA,NA,NA,"15",13,9.3525,0.1743,32.5017,25.1074,5.1774,372.244001420686,4816.44328262587,"rockfishes",1
"2019_6_1-43.5_5","Pre-recruit",2019,6,1,NA,13,"43.5S5","43.5",5,665,660,44.4,605,NA,628,73,"0.10776620370370371","0.11826388888888889",43.49,43.5,-124.83,-124.83,3.4,2.3,30,NA,NA,NA,NA,"21",13.2,10.732,0.107,32.5214,24.8934,6.0691,352.029096982708,4816.85741142109,"rockfishes",29
"2019_6_1-43.5_7","Pre-recruit",2019,6,1,NA,14,"43.5S7","43.5",7,667,660,62.6,1200,NA,1200,73,"0.1744097222222222","0.18489583333333334",43.49,43.5,-125.02,-125.02,4.1,3.7,34,NA,NA,NA,NA,"20",13.5,11.445,0.1095,32.5151,24.7623,6.0195,336.665668863503,4817.21279171477,"rockfishes",5
"2019_6_1-45_1","Pre-recruit",2019,6,1,NA,15,"45.0S1","45",1,691,690,7.2,77,NA,79,69,"0.90449074074074076","0.91497685185185185",44.99,44.99,-124.12,-124.12,2.2,1.6,41,NA,NA,NA,NA,"21",9.8,NA,NA,NA,NA,NA,411.711503487785,4982.44963569461,"rockfishes",2
"2019_6_2-45_3","Pre-recruit",2019,6,2,NA,16,"45.0S3","45",3,693,690,26.1,188,NA,192,64,"0.012268518518518519","0.022743055555555555",44.99,45,-124.35,-124.35,4,2.6,33,NA,NA,NA,NA,"20",12.6,8.6816,0.0917,33.2083,25.7651,3.1536,393.58082428723,4982.72597062389,"rockfishes",11
"2019_6_2-45_5","Pre-recruit",2019,6,2,NA,17,"45.0S5","45",5,695,690,45,446,NA,445,64,"0.081122685185185187","0.08413194444444444",44.99,45,-124.59,-124.59,4.6,3.1,45,NA,NA,NA,NA,"22",13.1,10.6253,0.1555,32.5001,24.8952,6.1071,374.661851482069,4983.06921060876,"rockfishes",0
"2019_6_2-45_7","Pre-recruit",2019,6,2,NA,18,"45.0S7","45",7,697,690,63.9,704,NA,704,64,"0.15738425925925925","0.16811342592592593",45,45.01,-124.83,-124.83,4.2,2.9,31,NA,NA,NA,NA,"16",14.1,10.6141,0.1283,32.497,24.8948,6.1007,355.76797014367,4984.57939414026,"rockfishes",9
"2019_6_2-46_1","Pre-recruit",2019,6,2,NA,19,"46.0S1","46",1,711,710,30,128,NA,127,67,"0.91600694444444442","0.92650462962962965",46,46,-124.32,-124.32,4.9,2.3,33,NA,NA,NA,NA,"13",14.5,8.8013,0.1335,32.7708,25.4041,4.1226,397.789647910658,5094.89450149714,"rockfishes",1
"2019_6_2-46_3","Pre-recruit",2019,6,2,NA,20,"46.0S3","46",3,713,710,48.9,157,NA,158,79,"0.98878472222222225","0.9992361111111111",45.99,46,-124.55,-124.56,3.2,2.1,33,NA,NA,NA,NA,"11",14,9.4821,0.2113,32.5257,25.1055,5.6284,379.958778622817,5094.1043703262,"rockfishes",2
"2019_6_3-46.5_1","Pre-recruit",2019,6,3,NA,23,"46.5S1","46.5",1,721,720,16.7,62,NA,62,78,"0.90855324074074073","0.91905092592592597",46.49,46.5,-124.28,-124.28,4.9,2.5,34,NA,NA,NA,NA,"19",12.9,NA,NA,NA,NA,NA,401.765591284683,5149.28807465923,"rockfishes",0
"2019_6_3-46_5","Pre-recruit",2019,6,3,NA,21,"46.0S5","46",5,715,710,67.8,461,NA,462,78,"0.089479166666666665","0.099976851851851845",46,46,-124.8,-124.8,3.4,NA,32,NA,NA,NA,NA,"10",13.7,10.2605,0.1214,32.4975,24.9554,6.256,360.6226028527,5095.62262391063,"rockfishes",7474
"2019_6_3-46_7","Pre-recruit",2019,6,3,NA,22,"46.0S7","46",7,717,710,77.2,1450,NA,1450,77,"0.16211805555555556","0.17199074074074075",46,46,-125.04,-125.04,4.4,2.3,33,NA,NA,NA,NA,"9",13.3,11.0415,0.0984,32.4582,24.79,6.105,342.039198823427,5096.07075177076,"rockfishes",0
"2019_6_4-45.5_1","Pre-recruit",2019,6,4,NA,27,"45.5S1","45.5",1,701,700,14.8,110,NA,115,79,"0.90972222222222221","0.92020833333333341",45.49,45.5,-124.15,-124.16,4.5,2,32,NA,NA,NA,NA,"7",12,9.2618,0.1757,32.4853,25.109,4.1674,410.138370076389,5038.02869020666,"rockfishes",0
"2019_6_4-46.5_3","Pre-recruit",2019,6,4,NA,24,"46.5S3","46.5",3,723,720,35.6,325,NA,400,78,"0.020254629629629629","0.030763888888888886",46.49,46.5,-124.51,-124.52,4.4,2.5,33,NA,NA,NA,NA,"16",13.9,8.8444,0.2321,32.5479,25.2229,5.0528,384.114287231125,5149.599823904,"rockfishes",0
"2019_6_4-46.5_5","Pre-recruit",2019,6,4,NA,25,"46.5S5","46.5",5,725,720,54.4,665,NA,681,78,"0.088402777777777775","0.098888888888888873",46.5,46.5,-124.75,-124.76,2.1,1.1,31,NA,NA,NA,NA,"15",13.8,9.3276,0.2098,32.4438,25.0661,5.8291,365.720259888837,5151.09109206682,"rockfishes",28
"2019_6_4-46.5_7","Pre-recruit",2019,6,4,NA,26,"46.5S7","46.5",7,727,720,73.3,1600,NA,1600,79,"0.15942129629629628","0.1699074074074074",46.5,46.51,-125,-125.01,3.8,2.8,31,NA,NA,NA,NA,"12",13.1,10.7036,0.1174,32.329,24.7487,6.2282,346.53781355566,5151.54660558682,"rockfishes",0
"2019_6_5-44.5_1","Pre-recruit",2019,6,5,NA,31,"44.5S1","44.5",1,681,680,21.3,59,NA,47,79,"0.91496527777777781","0.92248842592592595",44.5,44.5,-124.36,-124.37,4.6,2.5,30,NA,NA,NA,NA,"13",11.2,8.5039,0.2114,33.6233,26.1174,2.5346,391.882865907613,4928.30864392365,"rockfishes",0
"2019_6_5-45.5_3","Pre-recruit",2019,6,5,NA,28,"45.5S3","45.5",3,703,700,33.7,192,NA,196,83,"0.01556712962962963","0.026064814814814815",45.5,45.5,-124.39,-124.4,2.3,1.5,32,NA,NA,NA,NA,"2",14.4,9.6648,0.2078,32.458,25.0231,5.5543,391.403916880374,5039.43614305905,"rockfishes",11
"2019_6_5-45.5_5","Pre-recruit",2019,6,5,NA,29,"45.5S5","45.5",5,705,700,52.6,462,NA,456,84,"0.082129629629629622","0.092615740740740748",45.5,45.51,-124.63,-124.64,2,1.6,31,NA,NA,NA,NA,"4",15,10.682,0.1372,32.4045,24.8109,6.1985,372.653589206381,5039.78868185294,"rockfishes",14
"2019_6_5-45.5_7","Pre-recruit",2019,6,5,NA,30,"45.5S7","45.5",7,707,700,71.5,1100,"Unmeasured; not identified",1100,78,"0.15799768518518517","0.16855324074074074",45.5,45.51,-124.88,-124.89,3.5,2.5,35,NA,NA,NA,NA,"10",14.5,11.2038,0.0984,32.4571,24.7605,6.1482,353.122036560084,5040.21552715835,"rockfishes",14
"2019_6_5-45.5_7","Pre-recruit",2019,6,5,NA,30,"45.5S7","45.5",7,707,700,71.5,1100,NA,1100,78,"0.15799768518518517","0.16855324074074074",45.5,45.51,-124.88,-124.89,3.5,2.5,35,NA,NA,NA,NA,"10",14.5,11.2038,0.0984,32.4571,24.7605,6.1482,353.122036560084,5040.21552715835,"rockfishes",0
"2019_6_6-44.5_3","Pre-recruit",2019,6,6,NA,32,"44.5S3","44.5",3,683,680,40.2,141,NA,150,83,"0.014050925925925927","0.024525462962962968",44.49,44.5,-124.59,-124.6,3.7,1.8,29,NA,NA,NA,NA,"12",13,10.0215,0.1726,32.5085,25.004,6.0537,373.576658655689,4927.52786089853,"rockfishes",2
"2019_6_6-44.5_5","Pre-recruit",2019,6,6,NA,33,"44.5S5","44.5",5,685,680,59.1,198,NA,238,83,"0.083136574074074085","0.093622685185185184",44.49,44.5,-124.83,-124.83,3.2,1.7,33,NA,NA,NA,NA,"9",13.7,11.0446,0.1149,32.4276,24.7657,6.1778,354.493773258214,4927.9270994535,"rockfishes",47
"2019_6_6-44.5_7","Pre-recruit",2019,6,6,NA,34,"44.5S7","44.5",7,687,680,78,1200,NA,1200,79,"0.15739583333333332","0.16787037037037036",44.49,44.5,-125.06,-125.07,4.4,2.4,32,NA,NA,NA,NA,"9",14.3,10.908,0.1013,32.4786,24.8294,5.9898,336.205962568818,4928.36232230111,"rockfishes",32
"2021_5_25-43_1","Pre-recruit",2021,5,25,NA,79,"43.0S1","43",1,651,650,13.5,114,NA,NA,NA,"0.90484953703670368","0.91510416666633332",42.99628,43.0020833333333,-124.629801666667,-124.632218333333,1.8,1.6,44,NA,NA,NA,NA,"11",10.8,8.25959968566895,0.336400002241135,33.5984992980957,26.1350994110107,3.02900004386902,367.148254817679,4761.69043117938,"rockfishes",3
"2021_5_25-43_3","Pre-recruit",2021,5,25,NA,80,"43.0S3","43",3,653,650,31.7,139,NA,NA,NA,"0.99243055555522219","1.002858796295963",43.0009266666667,43.0080333333333,-124.860293333333,-124.864111666667,2,1.8,38,NA,NA,NA,NA,"14",12,8.44309997558594,0.129899993538857,32.7219009399414,25.4202003479004,4.59200000762939,348.370931179837,4762.59682041142,"rockfishes",16
"2021_5_26-43_5","Pre-recruit",2021,5,26,NA,81,"43.0S5","43",5,655,650,49.8,1631,NA,NA,NA,"1.0657291666663333","1.0761574074070741",42.991855,42.9993866666667,-125.074903333333,-125.087653333333,3.4,3.4,34,NA,NA,NA,NA,"16",11.5,8.85659980773926,0.176699995994568,32.4379997253418,25.1350994110107,5.49200010299683,330.853059087137,4761.99924564835,"rockfishes",6
"2021_5_26-43_7","Pre-recruit",2021,5,26,NA,82,"43.0S7","43",7,657,650,68,3086,NA,NA,NA,"1.1413310185181851","1.1517708333329999",42.993635,43.00226,-125.294493333333,-125.302998333333,2.9,2.7,36,NA,NA,NA,NA,"13",11,8.5944995880127,0.19709999859333,32.5707015991211,25.2789001464844,4.9850001335144,312.956744505908,4762.66260846784,"rockfishes",2
"2021_5_26-44_7","Pre-recruit",2021,5,26,NA,83,"44.0S10","44",7,677,670,91.7,2700,NA,NA,NA,"0.9268171296292963","0.93033564814781478",43.99028,43.9872866666667,-125.301071666667,-125.300901666667,2,2.3,35,NA,NA,NA,NA,"25",13.1,9.68889999389648,0.165999993681908,32.105899810791,24.7443008422852,6.49300003051758,315.481684193587,4873.36739892158,"rockfishes",500
"2021_5_28-45.5_1","Pre-recruit",2021,5,28,NA,86,"45.5S1","45.5",1,701,700,14.8,110,NA,NA,NA,"1.0110763888885554","1.0145486111107778",45.4996333333333,45.49898,-124.149433333333,-124.15303,2.6,2.4,39,NA,NA,NA,NA,"14",11,8.85949993133545,0.175999999046326,32.5626983642578,25.2320995330811,4.98099994659424,410.197964051046,5039.09828744037,"rockfishes",0
"2021_5_28-45.5_3","Pre-recruit",2021,5,28,NA,87,"45.5S3","45.5",3,703,700,33.7,197,NA,NA,NA,"1.1039004629626297","1.1143518518515185",45.5052266666667,45.502,-124.412081666667,-124.425095,2.4,2.2,35,NA,NA,NA,NA,"11",12.1,8.34939956665039,0.296099990606308,32.2268981933594,25.0459995269775,6.10900020599365,389.688964848273,5040.04690245245,"rockfishes",3
"2021_5_28-45.5_5","Pre-recruit",2021,5,28,NA,88,"45.5S5","45.5",5,705,700,52.6,470,NA,NA,NA,"1.1761805555552223","1.1866203703700371",45.4992366666667,45.5025283333333,-124.625328333333,-124.634498333333,2.1,2.1,35,NA,NA,NA,NA,"12",13.2,9.85659980773926,0.189500004053116,32.2713012695312,24.8460998535156,6.76200008392334,373.01685293196,5039.69648103429,"rockfishes",289
"2021_5_28-46_1","Pre-recruit",2021,5,28,NA,89,"46.0S1","46",1,711,710,30,120,NA,NA,NA,"0.91540509259225922","0.91895833333299992",46.02456,46.0269566666667,-124.349571666667,-124.351511666667,2.1,1.9,36,NA,NA,NA,NA,"21",11.7,7.88390016555786,0.0797000005841255,33.5626983642578,26.1625003814697,1.3860000371933,395.546119578961,5097.66164537029,"rockfishes",6
"2021_5_28-46_3","Pre-recruit",2021,5,28,NA,90,"46.0S3","46",3,713,710,48.9,156,NA,NA,NA,"0.98050925925892596","0.99093749999966663",45.9929333333333,45.999665,-124.553436666667,-124.553383333333,1.3,1.5,37,NA,NA,NA,NA,"23",11.6,7.89419984817505,0.219999998807907,32.4006004333496,25.2485008239746,5.43200016021729,379.698981779963,5094.43546480539,"rockfishes",3
"2021_5_29-44.5_1","Pre-recruit",2021,5,29,NA,93,"44.5S1","44.5",1,681,680,21.3,58,NA,NA,NA,"0.93487268518485178","0.9384837962959629",44.515865,44.518175,-124.361398333333,-124.36272,2.1,1.9,36,NA,NA,NA,NA,"10",11.6,7.80030012130737,0.0873000025749207,33.6883010864258,26.2733001708984,1.91199994087219,391.801059671209,4930.07275195657,"rockfishes",2
"2021_5_29-46_5","Pre-recruit",2021,5,29,NA,91,"46.0S5","46",5,715,710,67.8,458,NA,NA,NA,"1.0799884259255925","1.0904282407404073",46.0080233333333,46.016955,-124.79441,-124.793381666667,2.2,2.4,35,NA,NA,NA,NA,"23",11.9,8.63570022583008,0.13459999859333,32.1721992492676,24.960599899292,6.21099996566772,361.075532986792,5096.504287501,"rockfishes",6
"2021_5_29-46_7","Pre-recruit",2021,5,29,NA,92,"46.0S7","46",7,717,710,77.2,1281,NA,NA,NA,"1.1657638888885555","1.1761921296292963",45.9932683333333,46.0014166666667,-125.033506666667,-125.032096666667,2.4,2.2,35,NA,NA,NA,NA,"21",12.3,9.33570003509521,0.244699999690056,32.2725982666016,24.9309997558594,6.38299989700317,342.522880356499,5095.30997150347,"rockfishes",1515
"2021_5_30-43.5_1","Pre-recruit",2021,5,30,NA,97,"43.5S1","43.5",1,661,660,8.1,94,NA,NA,NA,"0.93456018518485184","0.93783564814781484",43.49823,43.4999866666667,-124.364941666667,-124.364778333333,2.2,1.3,43,NA,NA,NA,NA,"7",10.8,8.19130039215088,0.10700000077486,33.4794998168945,26.0519008636475,3.35999989509583,389.648419629725,4817.04966657287,"rockfishes",12
"2021_5_30-44.5_3","Pre-recruit",2021,5,30,NA,94,"44.5S3","44.5",3,683,680,40.2,142,NA,NA,NA,"1.0169444444441111","1.0204282407404075",44.503175,44.5059616666667,-124.600728333333,-124.602208333333,2,2.2,28,NA,NA,NA,NA,"13",12,8.70189952850342,0.243300005793571,32.5139999389648,25.2180995941162,4.75,372.752291283885,4929.00796720372,"rockfishes",0
"2021_5_30-44.5_5","Pre-recruit",2021,5,30,NA,95,"44.5S5","44.5",5,685,680,59.1,240,NA,NA,NA,"1.0876157407404075","1.0980555555552223",44.5139566666667,44.5224933333333,-124.81979,-124.8214,1.7,2,35,NA,NA,NA,NA,"13",11.9,8.24960041046143,0.154499992728233,32.3488006591797,25.1562995910645,5.44299983978271,355.364854395782,4930.57004756811,"rockfishes",8
"2021_5_30-44.5_7","Pre-recruit",2021,5,30,NA,96,"44.5S7","44.5",7,687,680,78,1168,NA,NA,NA,"1.1885879629626297","1.1920717592589258",44.4926133333333,44.4937466666667,-125.070063333333,-125.071753333333,1.5,1.4,39,NA,NA,NA,NA,"12",12.5,8.3878002166748,0.170200005173683,32.0533981323242,24.9043998718262,6.44700002670288,335.413156609957,4928.6728269208,"rockfishes",33
"2021_5_31-42.5_1","Pre-recruit",2021,5,31,NA,101,"42.5S1","42.5",1,641,640,15.6,81,NA,NA,NA,"0.93074074074040736","0.93425925925892594",42.5021266666667,42.5045783333333,-124.615445,-124.617635,1.9,2.2,36,NA,NA,NA,NA,"27",8.4,7.95050001144409,0.318500012159348,33.9398002624512,26.4489002227783,3.34999990463257,367.268066295779,4706.79359819047,"rockfishes",3
"2021_5_31-43.5_3","Pre-recruit",2021,5,31,NA,98,"43.5S3","43.5",3,663,660,26.3,204,NA,NA,NA,"1.0170601851848518","1.0206018518515185",43.4970316666667,43.49913,-124.585056666667,-124.586138333333,1.6,1.8,33,NA,NA,NA,NA,"14",12.4,8.30669975280762,0.189300000667572,32.3734016418457,25.167200088501,4.98600006103516,371.849996080865,4817.23199548341,"rockfishes",25
